Iteration,RevenueMultiplier,GrossMarginDelta,OpexMultiplier,DSODelta,RevenueTRY,EBITDATRY,EndingCashTRY,EBITDABelowBudgetFlag,NegativeCashFlag
1096,0.948048,-0.000212,1.033722,11.1377,1697776789.87,92038171.92,144629446.83,True,False
1097,1.066286,-0.004065,0.961257,6.2371,1909517977.65,245292084.25,268018915.05,False,False
1098,1.066005,0.005124,1.043034,-2.2342,1909015053.97,202023782.07,282911194.27,False,False
1099,0.965076,0.0169,0.991704,-3.0589,1728270710.17,168130705.95,262662664.96,False,False
1100,0.949806,0.013464,0.994331,-3.275,1700924713.53,146059827.22,248432368.97,True,False
1101,0.945263,-0.032144,0.989733,-0.4155,1692788481.77,68039787.27,182043750.47,True,False
1102,0.936598,-0.001831,0.971031,3.2054,1677271726.93,125390397.4,204385550.77,True,False
1103,0.859691,0.001013,1.026857,3.1656,1539544899.35,19084631.44,133475317.06,True,False
1104,0.959141,0.002526,1.042782,1.5694,1717641127.94,100064810.17,194508498.13,True,False
1105,1.049251,0.014619,1.001734,-1.5917,1879011349.7,235133843.03,301935040.37,False,False
1106,0.961587,0.000346,1.017004,1.6107,1722021896.19,117624177.68,206235282.44,True,False
1107,1.090483,-0.005302,0.99911,-4.9742,1952849740.75,236565275.52,321327702.61,False,False
1108,1.188334,-0.029005,0.944039,6.3792,2128082139.82,314523279.71,310532622.26,False,False
1109,0.930713,-0.005181,0.964595,-3.6343,1666732404.41,119266438.28,231546885.37,True,False
1110,0.918841,-0.001568,0.939592,-6.2271,1645471069.01,133093179.02,252425999.23,True,False
1111,1.042684,0.018793,0.95241,0.6162,1867251734.51,273340615.7,316569058.23,False,False
1112,1.073801,0.001158,0.991555,-10.8498,1922975666.03,239645072.03,353969931.74,False,False
1113,1.061686,0.021423,0.949296,1.2828,1901279370.58,298480021.03,330134462.05,False,False
1114,0.913021,0.016321,0.971423,-2.6107,1635049217.04,133520231.45,236338472.77,True,False
1115,1.03755,0.00159,1.013798,2.5178,1858056938.11,191097259.91,250978798.89,False,False
1116,1.144732,-0.006022,1.003553,1.3701,2050000595.59,280375400.82,316809943.92,False,False
1117,0.992588,-0.002615,1.031145,0.1855,1777539362.87,129962266.07,221320700.94,True,False
1118,1.084151,0.03022,1.037806,-6.6335,1941511615.2,271207340.9,353555872.79,False,False
1119,0.918522,0.000178,1.014109,-9.3129,1644900785.15,80496093.34,230556591.07,True,False
1120,0.887491,-0.00277,0.98097,-5.3893,1589330307.55,72260995.84,206454211.74,True,False
1121,0.958404,0.022024,0.960155,2.72,1716320913.42,194046439.27,253011166.29,False,False
1122,0.913595,-0.03397,1.043711,-0.3805,1636077335.99,-1754346.01,134362293.8,True,False
1123,1.007662,0.009035,0.982083,-5.827,1804532897.54,200887297.52,299261440.15,False,False
1124,1.027496,0.024276,1.019612,-0.2039,1840051977.62,219408272.39,284075675.69,False,False
1125,1.003668,-0.003712,0.97984,-0.7366,1797380806.6,175958215.68,257128801.78,False,False
1126,1.044712,-0.024209,0.982111,0.0616,1870882160.28,172796995.04,251036365.4,False,False
1127,0.946343,0.022243,1.071314,-3.6543,1694721806.03,100710795.26,219300556.74,True,False
1128,0.984465,-5.5e-05,1.060101,7.6868,1762992777.6,105720295.17,168611490.9,True,False
1129,1.059904,-0.01692,0.914704,0.6632,1898089866.73,249639580.55,300155842.18,False,False
1130,0.998707,-0.016346,0.955312,2.7537,1788496329.34,167068874.97,233963606.96,False,False
1131,0.906944,0.022593,0.969207,-2.7854,1624165469.37,139671146.39,241220734.94,True,False
1132,0.898607,0.00568,0.960818,5.9907,1609236014.5,110784622.76,182771358.95,True,False
1133,0.924546,0.005556,1.064391,6.8915,1655687816.15,57617059.62,141768897.99,True,False
1134,1.066277,-0.025098,1.042276,-4.4107,1909502317.2,145126071.97,255610396.7,True,False
1135,0.958203,0.013239,1.000544,7.4787,1715962200.77,148873488.25,199924312.37,True,False
1136,0.985564,-0.017702,0.957958,-0.751,1764960119.79,151209167.61,240303584.99,True,False
1137,1.055854,0.019395,0.944202,-2.7292,1890835355.56,292916165.09,347170982.39,False,False
1138,1.02922,0.001943,0.967517,0.3,1843140175.9,218459945.18,280887590.61,False,False
1139,0.890096,-0.01231,0.968608,2.7315,1593995480.1,68553204.27,168537456.12,True,False
1140,1.01787,-0.005605,0.9996,4.0314,1822813493.78,170630742.73,229745878.45,False,False
1141,0.970301,0.007399,0.977935,3.614,1737627655.55,166704248.4,230003966.24,False,False
1142,1.102297,-0.00329,1.002879,-9.8788,1974006563.3,248326152.48,356138653.99,False,False
1143,0.961096,0.001802,1.027866,9.1063,1721143116.6,111643228.43,166827039.12,True,False
1144,0.872924,-0.001919,1.073325,0.7538,1563242849.17,-7910807.67,125242152.41,True,False
1145,1.034192,0.020266,0.940026,-5.3869,1852044048.41,277268355.35,349725933.25,False,False
1146,0.952701,0.020146,1.012446,-11.3658,1706109010.85,146735391.13,286756614.53,True,False
1147,1.016246,-0.011019,0.954241,-7.5939,1819905421.57,192915478.58,302895816.75,False,False
1148,0.979036,-0.012332,1.073674,6.0131,1753269631.21,69231498.66,152043680.27,True,False
1149,0.97133,-0.005024,1.061668,-2.799,1739469183.08,84031540.71,204330328.34,True,False
1150,1.021041,0.006337,1.057021,-2.4979,1828492720.74,152782544.75,250255609.82,True,False
1151,1.048012,-0.029084,0.969357,0.8112,1876791867.95,175936481.75,249315800.88,False,False
1152,0.955818,0.009697,1.061754,-2.2571,1711691330.85,95267663.89,209216615.9,True,False
1153,1.040433,-0.02778,0.975827,-5.3162,1863220068.72,167110922.76,274623019.6,False,False
1154,0.955034,-0.018716,1.060025,4.5412,1710287043.21,47231635.18,144688775.59,True,False
1155,0.919974,-0.013254,1.0437,7.9612,1647501495.87,37767757.83,123597499.33,True,False
1156,1.064075,-0.010992,0.898912,0.291,1905558870.68,276276642.13,320198978.86,False,False
1157,0.993735,0.016579,0.936815,1.5437,1779591945.71,235006211.18,286127661.65,False,False
1158,0.992073,-0.002867,0.975404,-2.1618,1776615677.79,170328493.03,260195629.45,False,False
1159,0.99582,0.015682,1.043891,-3.2355,1783326337.52,156062233.16,255780469.63,True,False
1160,1.083012,0.004167,0.996289,2.2963,1939470876.22,250330863.54,291873390.16,False,False
1161,0.998742,-0.008362,1.012745,4.2284,1788559846.72,138848801.51,207547169.24,True,False
1162,1.035664,-0.030008,1.041803,-7.5891,1854679331.14,110043140.45,247241891.15,True,False
1163,0.921232,0.017359,1.002418,-6.0336,1649753950.93,119951642.75,242688171.97,True,False
1164,1.049798,-0.001068,0.985479,2.3875,1879991477.04,218190932.07,269922440.51,False,False
1165,0.954091,-0.025488,1.016427,-5.986,1708597387.28,67124456.43,207515400.99,True,False
1166,0.948606,-0.004258,0.950501,-8.7815,1698774652.21,147296884.56,274882506.04,True,False
1167,1.080427,0.000628,0.936373,3.4008,1934841988.25,285493720.4,309958176.51,False,False
1168,1.054533,-0.034534,0.98832,5.8536,1888470261.89,157163284.92,210435206.01,True,False
1169,1.000738,-0.01757,0.98606,7.5275,1792133547.5,143884011.0,194731186.35,True,False
1170,0.879466,-0.012435,0.998085,1.1207,1574958872.84,37141352.58,154270320.05,True,False
1171,1.153517,-0.007527,0.944557,3.2264,2065732788.48,328810843.56,339181263.02,False,False
1172,1.021648,-0.03181,1.03928,-3.9249,1829579338.33,96683368.5,219268231.7,True,False
1173,0.972044,-0.02182,0.958442,-5.9517,1740747938.02,131875328.86,251909780.13,True,False
1174,1.080081,0.011859,1.016491,7.7221,1934222238.02,247573622.16,261278511.5,False,False
1175,1.063349,-0.025719,0.982975,-1.0802,1904258327.92,185338733.85,265515874.78,False,False
1176,0.977617,0.01249,1.0174,2.5021,1750728417.11,153108361.19,225962223.33,True,False
1177,1.021838,0.004703,0.971836,-4.3669,1829919434.21,213605574.72,300995025.64,False,False
1178,0.897791,0.016733,1.002309,-0.0055,1607774626.1,97083655.83,199890994.5,True,False
1179,0.966212,0.013667,0.963391,0.4873,1730304438.1,184564776.28,257043861.08,False,False
1180,0.973607,-0.01518,1.010579,-0.1304,1743546684.44,106196154.52,206686292.4,True,False
1181,0.930702,0.018246,1.078985,-4.1624,1666712316.44,73592572.15,202899770.68,True,False
1182,0.935912,-0.014397,0.987749,2.4894,1676042566.83,91329144.78,184522689.87,True,False
1183,1.038259,0.012971,0.987031,6.6114,1859326389.12,232723379.01,258422932.79,False,False
1184,0.97347,-0.019835,1.044482,5.9128,1743301603.77,72855476.75,155151078.81,True,False
1185,0.998399,-0.007684,0.935125,-5.426,1787945622.59,197237053.2,294550316.46,False,False
1186,1.089357,0.005341,1.071924,-1.4021,1950834320.96,202399268.91,278975071.56,False,False
1187,0.889653,0.011551,1.036786,-6.8829,1593201743.75,55689014.81,201761809.21,True,False
1188,0.905491,-0.015001,0.995446,-3.0529,1621565041.67,57907002.29,186789786.0,True,False
1189,0.902544,0.000421,1.095621,-0.8391,1616287662.35,6062984.97,141688343.49,True,False
1190,1.122938,0.012632,1.062904,-7.3483,2010971104.15,254450564.21,347361874.26,False,False
1191,0.917667,-0.014937,0.944334,0.7371,1643369881.59,106552262.5,202986581.26,True,False
1192,0.944704,-0.020837,1.02406,4.8967,1691786845.37,61272907.92,152819150.16,True,False
1193,0.985792,-0.008997,0.95501,-0.262,1765369160.27,168958221.87,250008836.99,False,False
1194,0.953059,-0.001556,1.037535,1.9296,1706750259.18,91452306.73,187014703.23,True,False
1195,0.897804,-0.013241,1.02377,1.3443,1607798488.18,33012651.65,150377109.81,True,False
1196,0.96646,0.004589,1.046826,-2.5983,1730748194.31,107297704.39,219133012.2,True,False
1197,1.074532,0.014581,1.045523,1.8033,1924284424.93,226172511.61,278140089.62,False,False
1198,1.049711,0.046385,1.009047,-5.7493,1879835967.45,289863286.74,360567065.22,False,False
1199,1.089023,0.002533,1.006337,6.4191,1950236497.29,245187609.79,266279751.68,False,False
1200,0.942898,-0.025253,0.98905,-6.3916,1688552567.5,78176423.16,216578709.2,True,False
1201,1.028508,-0.003446,1.047562,-3.8816,1841863832.04,148611180.37,254492748.79,True,False
1202,0.98802,0.020712,1.020685,0.809,1769357615.75,174870336.76,248840178.54,False,False
1203,1.018006,0.002136,0.932926,-4.8031,1823057282.61,234239932.08,317123026.11,False,False
1204,1.12793,0.006074,1.012678,-10.0447,2019910141.41,283027337.99,381895699.84,False,False
1205,0.968092,0.046052,1.033757,4.7117,1733670656.45,190347872.84,240907138.96,False,False
1206,1.093583,-0.005191,1.012664,-1.4276,1958401615.32,229521388.22,297584263.5,False,False
1207,0.913707,0.015233,1.077082,-0.8954,1636278371.83,54137796.38,174677552.37,True,False
1208,1.003826,0.010405,1.010426,0.6599,1797663541.35,178828302.08,252203180.92,False,False
1209,1.056064,0.018065,1.036396,1.3097,1891212511.72,222326955.91,278246201.14,False,False
1210,1.019904,-0.009392,0.972812,2.6314,1826456016.75,185371603.29,246734967.71,False,False
1211,0.829849,-0.025492,0.988359,-7.0353,1486104104.31,-18853588.49,149673844.86,True,False
1212,0.974117,0.007151,0.919354,-0.8843,1744460068.01,213154302.37,283021170.44,False,False
1213,0.96967,0.008815,1.030246,2.8423,1736496012.62,129844519.68,208621851.85,True,False
1214,1.037474,0.010443,0.990184,2.9541,1857921949.8,224964035.11,271788445.17,False,False
1215,0.819155,-0.003146,0.981042,7.4944,1466952515.17,10156493.66,110636061.67,True,False
1216,1.003249,-0.012249,0.989062,-0.8378,1796631275.57,153415408.79,242296461.07,True,False
1217,1.004739,-0.009542,1.062733,-3.015,1799299171.6,105045258.93,220143274.64,True,False
1218,1.073268,-0.005783,1.026613,-6.0344,1922021684.91,199860741.23,301530995.72,False,False
1219,0.929417,-0.009275,0.982731,-3.5264,1664410401.02,97859337.85,216474765.85,True,False
1220,1.031727,0.001434,0.833775,-0.6646,1847629490.71,318837553.86,354023529.84,False,False
1221,1.047342,-0.0138,1.048229,4.3444,1875593223.1,145623489.38,210549503.35,True,False
1222,0.97795,0.022265,0.932059,-4.5993,1751325351.48,233733703.43,314856783.17,False,False
1223,1.043153,-0.002815,1.022243,6.7488,1868091146.35,181700528.15,222865697.2,False,False
1224,0.829234,-0.028976,1.013137,3.013,1485002050.86,-42905656.68,92415719.39,True,False
1225,0.93935,-0.003289,0.978649,6.9124,1682198882.44,119776604.45,183440338.75,True,False
1226,1.026703,0.013084,1.032177,0.0967,1838631910.13,188774323.22,261729545.69,False,False
1227,0.936251,0.00844,1.002912,-5.3044,1676650460.83,118689524.27,238924998.76,True,False
1228,0.961466,0.013821,1.004974,0.2437,1721804329.05,149624916.07,234445038.09,True,False
1229,1.019787,-0.011814,1.016607,-4.4766,1826246528.3,148413094.6,257168956.92,True,False
1230,1.105793,0.019852,1.024567,-2.7915,1980267539.34,281234921.75,340234792.24,False,False
1231,0.869001,0.018159,1.022518,4.1911,1556216732.67,57422749.97,155028017.29,True,False
1232,0.852207,-0.006081,1.005277,-3.7197,1526143520.55,17453365.3,161271189.72,True,False
1233,0.995182,0.001558,0.994671,7.3646,1782183669.81,166744579.91,211277082.45,False,False
1234,0.96838,0.009317,1.00278,-1.04,1734186423.9,149867168.61,240700849.29,True,False
1235,0.968328,-0.00949,0.998481,10.1406,1734093279.89,120388564.37,167536740.32,True,False
1236,0.962473,-0.001605,0.96201,11.0245,1723609126.29,155788954.33,187726179.44,True,False
1237,1.013822,0.000479,1.046046,0.9547,1815565647.43,143660021.37,226790095.89,True,False
1238,1.060533,-0.011163,0.954605,1.2632,1899216208.57,231574682.56,284747677.45,False,False
1239,1.040642,0.01097,1.021732,-1.546,1863594632.7,205508859.2,281489472.02,False,False
1240,0.948227,-0.006556,0.993953,-3.0194,1698096441.28,110876424.81,223293022.8,True,False
1241,1.006278,0.016578,0.996074,-0.5518,1802054480.02,202844170.68,274508220.45,False,False
1242,0.999961,0.049024,1.00726,2.1522,1790742963.26,246759629.21,291087695.76,False,False
1243,1.019651,-0.032019,0.999453,-9.882,1826004272.67,124102823.16,267677176.02,True,False
1244,0.982925,0.009651,0.976899,-7.8376,1760233782.35,183025362.86,296104552.98,False,False
1245,1.164989,-0.014501,0.97482,0.9941,2086276873.34,302075150.09,333579099.88,False,False
1246,1.089155,0.003629,1.009521,0.3175,1950471454.66,245087338.68,298812897.41,False,False
1247,0.915043,0.003471,0.96088,-1.8042,1638669347.22,122159743.55,225018534.79,True,False
1248,1.038031,0.036464,1.00177,1.23,1858919340.28,265269115.77,307968801.62,False,False
1249,1.024687,0.030882,1.042084,-8.1866,1835022297.84,212225708.58,319321224.11,False,False
1250,1.05607,-0.025057,0.973103,3.9288,1891222867.54,187649767.34,241094857.06,False,False
1251,0.998026,0.011176,0.970768,0.0817,1787276419.96,204217457.46,272317704.3,False,False
1252,1.052724,-0.013499,0.99951,2.8984,1885231810.1,187006880.69,246044469.73,False,False
1253,0.99064,0.029031,1.012237,-1.986,1774049850.48,198351359.63,278381383.65,False,False
1254,0.953033,0.010585,1.054026,3.2265,1706703446.75,99937667.42,186720727.55,True,False
1255,0.989212,-0.010154,0.962726,-0.4481,1771492515.28,164233783.3,247703842.74,False,False
1256,1.03648,0.022018,1.027251,3.1334,1856140902.64,218080218.43,266210326.09,False,False
1257,0.966638,0.016412,1.004459,-1.9033,1731066759.6,159299544.3,251200109.26,False,False
1258,1.083358,0.00549,1.026074,-0.7605,1940090932.11,231155160.33,295077847.35,False,False
1259,0.945744,0.008994,1.010027,-1.3151,1693649139.72,123091453.01,223654432.42,True,False
1260,1.05176,-0.0319,1.049972,-0.9992,1883504748.77,114130065.19,216614307.2,True,False
1261,0.900517,-0.013924,1.065669,9.2705,1612656819.44,3273547.67,95116622.61,True,False
1262,0.995245,0.001294,1.022882,-3.302,1782297127.43,145439997.56,248872834.13,True,False
1263,0.926669,-0.003148,0.988414,-2.2741,1659490584.82,101378717.56,213126520.1,True,False
1264,1.09699,-0.010237,0.958776,3.667,1964502759.4,262566622.96,292658764.47,False,False
1265,0.9377,-0.016708,1.13923,3.8203,1679244053.1,-23156977.13,100527283.07,True,False
1266,0.959459,-0.012757,1.036967,-1.2617,1718211730.89,78401189.36,193102304.43,True,False
1267,1.027138,0.017463,1.01791,8.2434,1839411733.67,207797330.56,233609692.29,False,False
1268,1.120646,-0.030788,1.091938,-3.1113,2006865931.18,143685177.82,248662669.12,True,False
1269,0.933791,-0.035863,1.02306,-2.1387,1672243852.41,27419778.12,162293882.49,True,False
1270,1.021177,0.005897,1.018871,-0.2646,1828735571.07,180354586.38,257816582.74,False,False
1271,0.962829,0.004519,0.967881,-4.3667,1724245257.67,162321421.76,264856473.56,False,False
1272,0.960115,-0.028143,1.043624,-4.4518,1719385658.95,47595614.01,187185682.85,True,False
1273,0.852761,0.004877,1.0037,-2.1615,1527135127.47,35849738.09,167271400.41,True,False
1274,1.038324,0.040978,0.966004,2.849,1859442735.46,300431626.77,323629525.27,False,False
1275,0.939926,-0.011747,0.997056,-2.2077,1683231045.63,92427497.39,206881600.97,True,False
1276,1.052564,0.017716,0.994778,10.317,1884945263.67,249209126.01,250032927.25,False,False
1277,0.921945,-0.01943,0.967498,-1.9676,1651031186.17,85738981.07,201052496.98,True,False
1278,0.930845,-0.008093,1.00159,-0.6774,1666968442.0,87133273.63,196194322.57,True,False
1279,1.028313,-0.024598,1.045919,-9.4686,1841515423.59,110700035.22,256897157.41,True,False
1280,0.977448,0.00662,1.020578,-4.2609,1750424979.94,140322099.16,249702976.71,True,False
1281,1.086843,0.030822,0.980489,1.5132,1946330914.3,317404047.55,341615411.12,False,False
1282,1.150692,0.022483,1.068877,-3.5282,2060673900.17,296069847.1,355096382.18,False,False
1283,1.070026,-0.00442,0.9192,-13.5056,1916215105.59,279113473.85,394550282.66,False,False
1284,0.906655,-0.014287,1.003939,4.0374,1623649031.1,53798016.07,152472686.54,True,False
1285,1.084235,0.005881,1.024007,3.4152,1941661211.4,234248509.23,274971535.65,False,False
1286,0.843016,-0.001428,0.944556,1.918,1509683591.74,61226296.6,167550700.51,True,False
1287,1.220959,0.02496,0.94054,-3.0137,2186508342.39,462937445.83,466700648.21,False,False
1288,0.951139,-0.022608,1.042808,-5.8217,1703310656.85,49956516.09,194988096.59,True,False
1289,1.082105,0.002875,0.988515,-7.2482,1937846929.78,252756640.71,344206355.54,False,False
1290,1.074495,-0.022223,0.994286,-1.9201,1924218407.08,193262102.3,275390533.59,False,False
1291,1.00132,0.013107,1.034569,7.655,1793175268.48,163478695.2,207408079.34,False,False
1292,0.966241,-0.039167,0.999451,-3.0066,1730356231.1,66465326.65,193299694.83,True,False
1293,1.06641,-0.000204,1.023901,-3.2564,1909739611.02,206387437.95,291231366.57,False,False
1294,1.057782,-0.0162,0.990645,-11.9725,1894289319.1,192909720.75,327163847.72,False,False
1295,1.128378,-0.010849,0.981021,6.5904,2020712191.96,272684703.22,282789880.97,False,False
1296,0.950856,0.036964,0.935737,-13.1841,1702803937.52,230440625.91,352056196.59,False,False
1297,0.986228,0.012748,0.961554,3.2053,1766148318.75,202904747.77,256315302.12,False,False
1298,0.928638,-0.010332,1.045127,5.3399,1663017095.75,49205324.83,142979596.75,True,False
1299,0.967855,-0.007844,1.097332,-1.6364,1733247349.88,49619223.1,175361828.85,True,False
1300,0.871948,0.000915,1.023935,-3.3414,1561495911.7,32209475.55,170046931.76,True,False
1301,1.013382,-0.044188,1.044694,-5.2247,1814777257.18,63202232.52,202804614.57,True,False
1302,0.996145,-0.018585,0.957391,6.2211,1783908563.32,159292230.53,211763541.34,False,False
1303,0.983709,-0.027465,1.023601,-1.016,1761638119.32,83778484.47,195722744.44,True,False
1304,0.94256,0.001381,0.986271,-2.4659,1687947855.77,124900913.19,230186328.29,True,False
1305,1.036615,-0.009103,0.985659,-1.6011,1856383185.84,191235711.06,272033488.18,False,False
1306,0.974506,-0.057547,1.016995,-5.5621,1745157583.23,28298458.9,179686512.38,True,False
1307,0.902767,0.012456,1.010029,-0.4324,1616686040.33,89104658.3,196356349.49,True,False
1308,0.949817,-0.005591,1.012293,2.7314,1700944601.8,100357038.19,189364160.76,True,False
1309,1.006042,0.014412,1.0263,3.6953,1801632907.14,176338793.62,235520311.96,False,False
1310,1.001383,0.028465,0.935345,-0.6132,1793288658.16,264557850.91,316762008.74,False,False
1311,1.062697,0.003609,1.018701,-0.5868,1903090394.93,214137276.5,282522981.58,False,False
1312,1.017698,0.010549,0.951553,-9.1646,1822505198.56,235498391.83,339749240.24,False,False
1313,0.95685,-0.005211,0.977448,-1.4041,1713539495.45,133105602.22,230953635.36,True,False
1314,1.018362,0.007146,1.010883,-1.0321,1823695399.81,185969822.07,265466003.62,False,False
1315,1.03658,0.012151,1.025593,-0.6112,1856319405.53,201086592.41,273697450.09,False,False
1316,0.896226,0.003746,0.995022,-2.1147,1604973009.54,80172777.67,197665963.74,True,False
1317,0.893533,-0.000294,1.022285,0.0928,1600150275.83,51065082.15,168167463.11,True,False
1318,0.984317,-0.013176,0.943909,-0.5086,1762726508.52,168500335.37,250886269.91,False,False
1319,0.988038,0.002811,1.014121,-8.7772,1769389684.65,148074040.59,277089206.55,True,False
1320,0.879611,0.025068,0.942603,0.3215,1575218043.62,137430926.35,225915352.17,True,False
1321,0.96406,-0.027097,1.04413,0.6203,1726450044.68,52397524.43,166546032.58,True,False
1322,0.996174,-0.024696,1.045953,-3.309,1783959905.88,82832893.25,206349042.11,True,False
1323,0.989812,-0.006382,1.050065,2.0689,1772568259.03,106774292.59,196408956.83,True,False
1324,0.963952,0.021268,1.015786,1.3743,1726257401.18,156784590.12,233963803.08,True,False
1325,0.95462,-0.010152,1.012705,-4.8397,1709544854.8,96553118.71,222173779.43,True,False
1326,0.948709,0.004752,0.967744,-3.1062,1698960132.88,149927426.03,250259020.76,True,False
1327,0.927862,-0.021332,0.977599,2.7664,1661625938.85,80245433.72,175823170.45,True,False
1328,1.057503,-0.032145,0.965837,6.4358,1893789768.94,180839514.32,223429072.3,False,False
1329,1.10047,0.010814,1.079732,4.139,1970734801.95,217566595.17,259447607.56,False,False
1330,0.967405,-0.000116,1.039438,-3.8629,1732440184.68,105480051.5,223911225.48,True,False
1331,0.990455,-0.01336,1.056605,1.8024,1773718943.47,90130529.24,186379923.44,True,False
1332,0.991121,0.006272,1.012404,-2.4708,1774910859.14,158293961.73,253504832.2,True,False
1333,1.103132,-0.030811,1.009754,-0.7461,1975502040.98,189616623.16,266827353.12,False,False
1334,0.975253,0.022556,1.01089,-0.9833,1746495019.82,173317082.65,256410528.54,False,False
1335,0.982153,0.008046,1.019188,0.7851,1758851008.02,148173571.77,230824608.38,True,False
1336,1.074693,-0.012391,0.968902,-1.4836,1924573686.07,231153785.84,298857286.11,False,False
1337,1.008643,0.025008,0.9551,-10.1592,1806289707.62,250623155.67,354548748.1,False,False
1338,1.176665,0.007184,0.972789,-2.649,2107186427.41,359538507.09,393629112.51,False,False
1339,1.103868,0.003928,0.991582,-0.325,1976820030.97,272371028.69,320822362.58,False,False
1340,0.944199,-0.005543,1.087108,9.4121,1690882347.51,40006468.68,117452050.58,True,False
1341,0.970653,-0.01591,0.945102,-1.7358,1738257734.0,150822941.34,244676063.21,True,False
1342,0.942051,0.017302,0.940875,5.4064,1687036911.54,184915995.18,234604256.29,False,False
1343,0.927616,-0.0399,0.990727,-2.7834,1661185342.52,39464450.22,173353377.37,True,False
1344,0.877293,0.004917,0.964871,-1.3477,1571066842.35,87081193.73,198865955.95,True,False
1345,0.920585,0.009249,1.048833,-1.2537,1648594533.93,71602308.68,188201999.58,True,False
1346,0.883592,0.038622,1.003691,10.1795,1582347712.28,117422464.26,169567116.97,True,False
1347,1.070661,0.02921,1.036431,3.6653,1917352422.91,257351182.16,289594615.73,False,False
1348,1.075745,-0.034426,1.045652,-7.4849,1926457413.99,132797211.33,263657172.87,True,False
1349,0.966191,0.009027,1.011682,10.0016,1730267190.02,140755532.25,182151385.86,True,False
1350,1.025051,-0.007426,1.021082,5.4364,1835673520.45,157806772.52,213817573.92,True,False
1351,0.838587,-0.02573,1.058218,2.7626,1501751229.94,-63435871.93,79347138.77,True,False
1352,1.04074,0.032595,1.019466,8.4477,1863769798.66,247581269.45,259069190.02,False,False
1353,0.844995,-0.018222,1.013283,-2.2336,1513226666.2,-13296467.78,134068371.95,True,False
1354,1.037315,-0.002361,0.991296,7.5125,1857636543.96,200208895.63,231757572.62,False,False
1355,0.985086,0.003561,1.026356,-6.6055,1764104467.36,137649078.53,259376707.67,True,False
1356,1.029354,-0.020617,1.098032,2.9967,1843379108.02,80343258.66,173348974.87,True,False
1357,1.093473,-0.030183,1.063357,-2.2881,1958205106.12,142945314.58,243328207.77,True,False
1358,0.970229,0.019268,1.059247,-5.0252,1737498652.35,127045186.59,244161908.36,True,False
1359,0.955793,0.039678,0.925018,-2.3989,1711645987.84,247819083.23,313616615.96,False,False
1360,0.970018,-0.020549,1.048566,-6.1011,1737119395.71,65590001.43,207487783.24,True,False
1361,1.138877,-0.020592,0.996677,-4.8232,2039515279.04,250517588.08,331152402.71,False,False
1362,1.037911,0.010161,1.038853,0.4064,1858703504.74,188801076.75,260165062.14,False,False
1363,1.074771,-0.003562,0.985618,-2.7146,1924712537.83,235838270.24,308534682.29,False,False
1364,1.046258,0.013855,0.927053,6.658,1873651470.04,286219481.72,294301881.32,False,False
1365,0.990732,-0.031646,0.975621,-5.7451,1774214216.56,117901288.12,241949050.41,True,False
1366,1.024775,-0.021855,1.058832,5.5109,1835179511.44,103126635.98,176267666.48,True,False
1367,0.984949,0.014451,1.028135,3.7366,1763859102.52,155416278.71,221475676.06,True,False
1368,0.938441,-0.021205,1.034137,-10.6746,1680571177.07,47759660.05,215475817.73,True,False
1369,1.039911,0.013839,1.00943,-4.1509,1862285376.36,219287266.95,304143730.25,False,False
1370,0.986478,-0.02568,1.070643,-0.6873,1766596786.95,54465375.23,174212813.0,True,False
1371,0.890768,0.004391,1.007392,2.9763,1595199004.06,67066814.75,166447662.0,True,False
1372,0.921253,-0.010911,1.046869,-2.8531,1649791510.57,40413812.28,174227104.51,True,False
1373,1.109187,-0.015056,0.96321,-3.6953,1986344778.06,260524703.96,331116501.37,False,False
1374,1.046193,0.017817,1.000438,-8.6717,1873535497.86,239239146.99,341044055.21,False,False
1375,1.040063,-0.000236,1.016613,-3.4429,1862557513.0,187893815.31,279186598.93,False,False
1376,1.045328,0.03433,1.029826,1.7721,1871986656.74,247577351.83,293113723.77,False,False
1377,1.081351,0.027811,0.97557,6.663,1936496563.39,309944177.26,309261710.77,False,False
1378,1.136494,-0.022876,0.988413,-0.5617,2035246620.73,249919589.62,306927128.86,False,False
1379,1.101939,0.02074,1.023329,-7.8185,1973365145.37,280279581.61,366710536.08,False,False
1380,1.024385,-0.024128,1.111287,0.9069,1834480520.41,59774288.16,169938162.17,True,False
1381,0.971115,0.004035,0.979689,3.3154,1739084587.3,160301965.28,227058516.46,False,False
1382,1.082252,-0.0091,0.960554,-3.7488,1938110062.91,250386601.41,324018774.63,False,False
1383,0.985676,0.036244,1.001259,5.7101,1765160639.64,214463066.13,252070272.26,False,False
1384,1.079164,-0.002606,0.919151,-0.6943,1932579479.28,290853340.55,335306525.85,False,False
1385,1.117717,0.029256,1.000892,5.3029,2001621342.15,328803067.02,328355185.52,False,False
1386,1.033742,0.019017,1.007842,3.4469,1851237232.8,224312422.51,268899865.48,False,False
1387,0.943268,-0.020251,1.017507,6.6407,1689214980.8,65871005.72,147909089.91,True,False
1388,0.918916,-0.001847,0.988735,3.1341,1645606546.41,96309400.37,185210013.9,True,False
1389,1.010658,-0.043415,1.044297,7.449,1809898754.26,62646396.5,139512595.01,True,False
1390,1.098241,-0.002237,1.049459,1.2808,1966743226.84,212255366.49,271281962.38,False,False
1391,1.049655,-0.002821,1.040937,-1.045,1879735159.43,173697873.47,257345945.6,False,False
