Month,Department,COGSTRY,DepreciationTRY,InterestTRY,OperatingExpenseTRY,RevenueTRY,TaxTRY,GrossProfitTRY,EBITDATRY,EBITTRY,EBTTRY,NetIncomeTRY,GrossMarginPct,EBITDAMarginPct,NetIncomeMarginPct,Version,Year,MonthKey
2024-11-01,Technology,0.0,426041.67,0.0,7782133.72,0.0,0.0,0.0,-7782133.72,-8208175.39,-8208175.39,-8208175.39,,,,Actual,2024,2024-11
2024-12-01,Customer Success,1681212.05,0.0,0.0,2869590.07,6669692.47,0.0,4988480.42,2118890.35,2118890.35,2118890.35,2118890.35,0.7479325984575718,0.31768936267012027,0.31768936267012027,Actual,2024,2024-12
2024-12-01,Finance & Corporate,0.0,0.0,445200.0,5936570.76,0.0,5198952.43,0.0,-5936570.76,-5936570.76,-6381770.76,-11580723.19,,,,Actual,2024,2024-12
2024-12-01,Marketing,0.0,0.0,0.0,6216822.21,0.0,0.0,0.0,-6216822.21,-6216822.21,-6216822.21,-6216822.21,,,,Actual,2024,2024-12
2024-12-01,Operations,0.0,220833.33,0.0,8678185.17,0.0,0.0,0.0,-8678185.17,-8899018.5,-8899018.5,-8899018.5,,,,Actual,2024,2024-12
2024-12-01,Sales,71016852.72,107500.0,0.0,21429739.7,141334619.44,0.0,70317766.72,48888027.019999996,48780527.019999996,48780527.019999996,48780527.019999996,0.49752684090150756,0.34590270390726285,0.3451420976210894,Actual,2024,2024-12
2024-12-01,Technology,0.0,426041.67,0.0,8179954.5,0.0,0.0,0.0,-8179954.5,-8605996.17,-8605996.17,-8605996.17,,,,Actual,2024,2024-12
2025-01-01,Customer Success,1566512.54,0.0,0.0,2918158.98,6151609.15,0.0,4585096.61,1666937.6300000004,1666937.6300000004,1666937.6300000004,1666937.6300000004,0.7453491433213049,0.2709758681596343,0.2709758681596343,Actual,2025,2025-01
2025-01-01,Finance & Corporate,0.0,0.0,471912.0,6106938.74,0.0,419919.26,0.0,-6106938.74,-6106938.74,-6578850.74,-6998770.0,,,,Actual,2025,2025-01
2025-01-01,Marketing,0.0,0.0,0.0,6499029.12,0.0,0.0,0.0,-6499029.12,-6499029.12,-6499029.12,-6499029.12,,,,Actual,2025,2025-01
2025-01-01,Operations,0.0,220833.33,0.0,8939688.959999999,0.0,0.0,0.0,-8939688.959999999,-9160522.29,-9160522.29,-9160522.29,,,,Actual,2025,2025-01
2025-01-01,Sales,51998630.73,107500.0,0.0,18849557.27,101918433.08,0.0,49919802.35,31070245.080000002,30962745.080000002,30962745.080000002,30962745.080000002,0.4898015093188872,0.30485403023819724,0.3037992651996137,Actual,2025,2025-01
2025-01-01,Technology,0.0,426041.67,0.0,8285561.87,0.0,0.0,0.0,-8285561.87,-8711603.540000001,-8711603.540000001,-8711603.540000001,,,,Actual,2025,2025-01
2025-02-01,Customer Success,1583536.85,0.0,0.0,3067825.4,6257308.92,0.0,4673772.07,1605946.6700000004,1605946.6700000004,1605946.6700000004,1605946.6700000004,0.7469300508820013,0.2566513321512661,0.2566513321512661,Actual,2025,2025-02
2025-02-01,Finance & Corporate,0.0,0.0,471912.0,6113278.96,0.0,630617.41,0.0,-6113278.96,-6113278.96,-6585190.96,-7215808.37,,,,Actual,2025,2025-02
2025-02-01,Marketing,0.0,0.0,0.0,6612570.73,0.0,0.0,0.0,-6612570.73,-6612570.73,-6612570.73,-6612570.73,,,,Actual,2025,2025-02
2025-02-01,Operations,0.0,220833.33,0.0,8970043.629999999,0.0,0.0,0.0,-8970043.629999999,-9190876.959999999,-9190876.959999999,-9190876.959999999,,,,Actual,2025,2025-02
2025-02-01,Sales,54561998.02,107500.0,0.0,19184855.03,105925891.42,0.0,51363893.4,32179038.369999997,32071538.369999997,32071538.369999997,32071538.369999997,0.4849040467012951,0.303788223432635,0.30277336296217877,Actual,2025,2025-02
2025-02-01,Technology,0.0,426041.67,0.0,8340335.07,0.0,0.0,0.0,-8340335.07,-8766376.74,-8766376.74,-8766376.74,,,,Actual,2025,2025-02
2025-03-01,Customer Success,1686881.31,0.0,0.0,3065931.78,6713853.35,0.0,5026972.039999999,1961040.2599999993,1961040.2599999993,1961040.2599999993,1961040.2599999993,0.7487461786754694,0.2920886349118721,0.2920886349118721,Actual,2025,2025-03
2025-03-01,Finance & Corporate,0.0,0.0,471912.0,6197726.58,0.0,2354588.24,0.0,-6197726.58,-6197726.58,-6669638.58,-9024226.82,,,,Actual,2025,2025-03
2025-03-01,Marketing,0.0,0.0,0.0,6417973.88,0.0,0.0,0.0,-6417973.88,-6417973.88,-6417973.88,-6417973.88,,,,Actual,2025,2025-03
2025-03-01,Operations,0.0,220833.33,0.0,8899965.26,0.0,0.0,0.0,-8899965.26,-9120798.59,-9120798.59,-9120798.59,,,,Actual,2025,2025-03
2025-03-01,Sales,62554112.940000005,107500.0,0.0,19937073.87,120839846.62,0.0,58285733.68,38348659.81,38241159.81,38241159.81,38241159.81,0.4823386929916313,0.317351112920504,0.31646150570064335,Actual,2025,2025-03
2025-03-01,Technology,0.0,426041.67,0.0,8149394.41,0.0,0.0,0.0,-8149394.41,-8575436.08,-8575436.08,-8575436.08,,,,Actual,2025,2025-03
2025-04-01,Customer Success,1727797.49,0.0,0.0,3115805.0300000003,6773644.35,0.0,5045846.859999999,1930041.8299999991,1930041.8299999991,1930041.8299999991,1930041.8299999991,0.744923500449208,0.28493403702247805,0.28493403702247805,Actual,2025,2025-04
2025-04-01,Finance & Corporate,0.0,0.0,471912.0,6382919.55,0.0,2296178.32,0.0,-6382919.55,-6382919.55,-6854831.55,-9151009.87,,,,Actual,2025,2025-04
2025-04-01,Marketing,0.0,0.0,0.0,6729203.89,0.0,0.0,0.0,-6729203.89,-6729203.89,-6729203.89,-6729203.89,,,,Actual,2025,2025-04
2025-04-01,Operations,0.0,220833.33,0.0,9158929.129999999,0.0,0.0,0.0,-9158929.129999999,-9379762.459999999,-9379762.459999999,-9379762.459999999,,,,Actual,2025,2025-04
2025-04-01,Sales,62981636.32,107500.0,0.0,20890128.580000002,122996074.83,0.0,60014438.51,39124309.92999999,39016809.92999999,39016809.92999999,39016809.92999999,0.48793783535734314,0.3180939715684095,0.3172199599371556,Actual,2025,2025-04
2025-04-01,Technology,0.0,426041.67,0.0,8372298.89,0.0,0.0,0.0,-8372298.89,-8798340.56,-8798340.56,-8798340.56,,,,Actual,2025,2025-04
2025-05-01,Customer Success,1775764.2699999998,0.0,0.0,3213773.8,7037750.21,0.0,5261985.94,2048212.1400000006,2048212.1400000006,2048212.1400000006,2048212.1400000006,0.747680122622596,0.291032230312704,0.291032230312704,Actual,2025,2025-05
2025-05-01,Finance & Corporate,0.0,0.0,471912.0,6322506.220000001,0.0,2426432.61,0.0,-6322506.220000001,-6322506.220000001,-6794418.220000001,-9220850.83,,,,Actual,2025,2025-05
2025-05-01,Marketing,0.0,0.0,0.0,6839188.41,0.0,0.0,0.0,-6839188.41,-6839188.41,-6839188.41,-6839188.41,,,,Actual,2025,2025-05
2025-05-01,Operations,0.0,220833.33,0.0,9333717.88,0.0,0.0,0.0,-9333717.88,-9554551.21,-9554551.21,-9554551.21,,,,Actual,2025,2025-05
2025-05-01,Sales,63663268.13,107500.0,0.0,21084540.43,124555124.53999999,0.0,60891856.40999999,39807315.97999999,39699815.97999999,39699815.97999999,39699815.97999999,0.48887475834400534,0.3195959710771768,0.3187328994019084,Actual,2025,2025-05
2025-05-01,Technology,0.0,426041.67,0.0,8428098.15,0.0,0.0,0.0,-8428098.15,-8854139.82,-8854139.82,-8854139.82,,,,Actual,2025,2025-05
2025-06-01,Customer Success,1818209.8900000001,194791.67,0.0,3228128.34,7229871.81,0.0,5411661.92,2183533.58,1988741.9100000001,1988741.9100000001,1988741.9100000001,0.7485142284977803,0.30201553186321295,0.27507291446706855,Actual,2025,2025-06
2025-06-01,Finance & Corporate,0.0,0.0,471912.0,6460177.84,0.0,2657270.26,0.0,-6460177.84,-6460177.84,-6932089.84,-9589360.1,,,,Actual,2025,2025-06
2025-06-01,Marketing,0.0,0.0,0.0,7065714.2700000005,0.0,0.0,0.0,-7065714.2700000005,-7065714.2700000005,-7065714.2700000005,-7065714.2700000005,,,,Actual,2025,2025-06
2025-06-01,Operations,0.0,220833.33,0.0,9404525.360000001,0.0,0.0,0.0,-9404525.360000001,-9625358.690000001,-9625358.690000001,-9625358.690000001,,,,Actual,2025,2025-06
2025-06-01,Sales,65408500.5,107500.0,0.0,21312953.36,127959971.61,0.0,62551471.11,41238517.75,41131017.75,41131017.75,41131017.75,0.4888362377935354,0.3222767028714879,0.32143659640188316,Actual,2025,2025-06
2025-06-01,Technology,0.0,426041.67,0.0,8441474.14,0.0,0.0,0.0,-8441474.14,-8867515.81,-8867515.81,-8867515.81,,,,Actual,2025,2025-06
2025-07-01,Customer Success,1862424.19,194791.67,0.0,3197145.57,7377543.37,0.0,5515119.18,2317973.61,2123181.94,2123181.94,2123181.94,0.7475549655765696,0.31419315261849823,0.2877898283368546,Actual,2025,2025-07
2025-07-01,Finance & Corporate,0.0,0.0,471912.0,6514224.36,0.0,1867162.42,0.0,-6514224.36,-6514224.36,-6986136.36,-8853298.780000001,,,,Actual,2025,2025-07
2025-07-01,Marketing,0.0,0.0,0.0,6982172.04,0.0,0.0,0.0,-6982172.04,-6982172.04,-6982172.04,-6982172.04,,,,Actual,2025,2025-07
2025-07-01,Operations,0.0,220833.33,0.0,9412232.51,0.0,0.0,0.0,-9412232.51,-9633065.84,-9633065.84,-9633065.84,,,,Actual,2025,2025-07
2025-07-01,Sales,61712022.46,107500.0,0.0,20938444.73,120577772.46000001,0.0,58865750.00000001,37927305.27000001,37819805.27000001,37819805.27000001,37819805.27000001,0.4881973584271338,0.31454640848156207,0.31365486771242357,Actual,2025,2025-07
2025-07-01,Technology,0.0,426041.67,0.0,8446921.629999999,0.0,0.0,0.0,-8446921.629999999,-8872963.299999999,-8872963.299999999,-8872963.299999999,,,,Actual,2025,2025-07
2025-08-01,Customer Success,1964607.4500000002,194791.67,0.0,3240188.0,7712089.4,0.0,5747481.95,2507293.95,2312502.2800000003,2312502.2800000003,2312502.2800000003,0.7452561364239372,0.32511214794787,0.2998541847816235,Actual,2025,2025-08
2025-08-01,Finance & Corporate,0.0,0.0,471912.0,6850298.01,0.0,1220869.32,0.0,-6850298.01,-6850298.01,-7322210.01,-8543079.33,,,,Actual,2025,2025-08
2025-08-01,Marketing,0.0,0.0,0.0,7168427.860000001,0.0,0.0,0.0,-7168427.860000001,-7168427.860000001,-7168427.860000001,-7168427.860000001,,,,Actual,2025,2025-08
2025-08-01,Operations,0.0,220833.33,0.0,9585773.120000001,0.0,0.0,0.0,-9585773.120000001,-9806606.450000001,-9806606.450000001,-9806606.450000001,,,,Actual,2025,2025-08
2025-08-01,Sales,58907008.01,107500.0,0.0,20923096.84,115800980.81,0.0,56893972.800000004,35970875.96000001,35863375.96000001,35863375.96000001,35863375.96000001,0.49130821174432504,0.31062669511425883,0.3096983782792194,Actual,2025,2025-08
2025-08-01,Technology,0.0,426041.67,0.0,8569114.98,0.0,0.0,0.0,-8569114.98,-8995156.65,-8995156.65,-8995156.65,,,,Actual,2025,2025-08
2025-09-01,Customer Success,1920130.23,194791.67,0.0,3235035.88,7602566.82,0.0,5682436.59,2447400.71,2252609.04,2252609.04,2252609.04,0.7474365861607777,0.32191768490105815,0.2962958555094949,Actual,2025,2025-09
2025-09-01,Finance & Corporate,0.0,0.0,471912.0,6532198.22,0.0,3000248.78,0.0,-6532198.22,-6532198.22,-7004110.22,-10004359.0,,,,Actual,2025,2025-09
2025-09-01,Marketing,0.0,0.0,0.0,7053221.54,0.0,0.0,0.0,-7053221.54,-7053221.54,-7053221.54,-7053221.54,,,,Actual,2025,2025-09
2025-09-01,Operations,0.0,220833.33,0.0,9303985.6,0.0,0.0,0.0,-9303985.6,-9524818.93,-9524818.93,-9524818.93,,,,Actual,2025,2025-09
2025-09-01,Sales,69102686.35,241666.67,0.0,21604391.31,133357476.38,0.0,64254790.03,42650398.72,42408732.05,42408732.05,42408732.05,0.48182368003805803,0.3198200796666875,0.3180079077768163,Actual,2025,2025-09
2025-09-01,Technology,0.0,426041.67,0.0,8652153.61,0.0,0.0,0.0,-8652153.61,-9078195.28,-9078195.28,-9078195.28,,,,Actual,2025,2025-09
2025-10-01,Customer Success,2160212.13,194791.67,0.0,3237008.8699999996,8523723.71,0.0,6363511.580000001,3126502.7100000014,2931711.0400000014,2931711.0400000014,2931711.0400000014,0.7465647405410798,0.3668001000938123,0.3439472159990978,Actual,2025,2025-10
2025-10-01,Finance & Corporate,0.0,0.0,471912.0,6625038.59,0.0,3768882.31,0.0,-6625038.59,-6625038.59,-7096950.59,-10865832.9,,,,Actual,2025,2025-10
2025-10-01,Marketing,0.0,0.0,0.0,7073256.5,0.0,0.0,0.0,-7073256.5,-7073256.5,-7073256.5,-7073256.5,,,,Actual,2025,2025-10
2025-10-01,Operations,0.0,220833.33,0.0,9803728.87,0.0,0.0,0.0,-9803728.87,-10024562.2,-10024562.2,-10024562.2,,,,Actual,2025,2025-10
2025-10-01,Sales,71742928.38,241666.67,0.0,22160256.86,139784994.28,0.0,68042065.9,45881809.04000001,45640142.370000005,45640142.370000005,45640142.370000005,0.48676230414050425,0.3282312903207282,0.3265024447372321,Actual,2025,2025-10
2025-10-01,Technology,0.0,426041.67,0.0,8875513.229999999,0.0,0.0,0.0,-8875513.229999999,-9301554.899999999,-9301554.899999999,-9301554.899999999,,,,Actual,2025,2025-10
2025-11-01,Customer Success,1979937.01,194791.67,0.0,3223221.03,7731528.07,0.0,5751591.0600000005,2528370.0300000007,2333578.360000001,2333578.360000001,2333578.360000001,0.7439138819552912,0.32702073989883357,0.3018262805065391,Actual,2025,2025-11
2025-11-01,Finance & Corporate,0.0,0.0,471912.0,6833054.77,0.0,4631417.53,0.0,-6833054.77,-6833054.77,-7304966.77,-11936384.3,,,,Actual,2025,2025-11
2025-11-01,Marketing,0.0,0.0,0.0,7200757.06,0.0,0.0,0.0,-7200757.06,-7200757.06,-7200757.06,-7200757.06,,,,Actual,2025,2025-11
2025-11-01,Operations,0.0,220833.33,0.0,9936837.96,0.0,0.0,0.0,-9936837.96,-10157671.290000001,-10157671.290000001,-10157671.290000001,,,,Actual,2025,2025-11
2025-11-01,Sales,75520509.05,241666.67,0.0,23287304.34,149189268.17000002,0.0,73668759.12000002,50381454.780000016,50139788.110000014,50139788.110000014,50139788.110000014,0.4937939573244306,0.33770160144891076,0.3360817351343671,Actual,2025,2025-11
2025-11-01,Technology,0.0,426041.67,0.0,8858259.55,0.0,0.0,0.0,-8858259.55,-9284301.22,-9284301.22,-9284301.22,,,,Actual,2025,2025-11
2025-12-01,Customer Success,2039540.68,194791.67,0.0,3276760.5100000002,8079889.32,0.0,6040348.640000001,2763588.1300000004,2568796.4600000004,2568796.4600000004,2568796.4600000004,0.7475781413302826,0.34203291908458966,0.31792470889935415,Actual,2025,2025-12
2025-12-01,Finance & Corporate,0.0,0.0,471912.0,6616550.16,0.0,6158239.21,0.0,-6616550.16,-6616550.16,-7088462.16,-13246701.370000001,,,,Actual,2025,2025-12
2025-12-01,Marketing,0.0,0.0,0.0,7062796.2,0.0,0.0,0.0,-7062796.2,-7062796.2,-7062796.2,-7062796.2,,,,Actual,2025,2025-12
2025-12-01,Operations,0.0,220833.33,0.0,10103684.91,0.0,0.0,0.0,-10103684.91,-10324518.24,-10324518.24,-10324518.24,,,,Actual,2025,2025-12
2025-12-01,Sales,81169317.13000001,241666.67,0.0,23771169.35,160926016.15,0.0,79756699.02,55985529.669999994,55743862.99999999,55743862.99999999,55743862.99999999,0.49561097035831886,0.34789607677739054,0.346394351476649,Actual,2025,2025-12
2025-12-01,Technology,0.0,426041.67,0.0,8777884.36,0.0,0.0,0.0,-8777884.36,-9203926.03,-9203926.03,-9203926.03,,,,Actual,2025,2025-12
2026-01-01,Customer Success,1968394.85,194791.67,0.0,3345676.2,7849410.62,0.0,5881015.77,2535339.5699999994,2340547.8999999994,2340547.8999999994,2340547.8999999994,0.7492302358364836,0.32299744436098815,0.29818135568502074,Actual,2026,2026-01
2026-01-01,Finance & Corporate,0.0,0.0,500226.72,6856782.65,0.0,703077.81,0.0,-6856782.65,-6856782.65,-7357009.37,-8060087.18,,,,Actual,2026,2026-01
2026-01-01,Marketing,0.0,0.0,0.0,7521929.9,0.0,0.0,0.0,-7521929.9,-7521929.9,-7521929.9,-7521929.9,,,,Actual,2026,2026-01
2026-01-01,Operations,0.0,220833.33,0.0,10268763.08,0.0,0.0,0.0,-10268763.08,-10489596.41,-10489596.41,-10489596.41,,,,Actual,2026,2026-01
2026-01-01,Sales,59417855.97,241666.67,0.0,21334228.86,116302293.4,0.0,56884437.43000001,35550208.57000001,35308541.900000006,35308541.900000006,35308541.900000006,0.48910847556854803,0.3056707441506051,0.30359282579719105,Actual,2026,2026-01
2026-01-01,Technology,0.0,426041.67,0.0,9042201.209999999,0.0,0.0,0.0,-9042201.209999999,-9468242.879999999,-9468242.879999999,-9468242.879999999,,,,Actual,2026,2026-01
2026-02-01,Customer Success,2083760.24,194791.67,0.0,3396094.39,8208619.7,0.0,6124859.46,2728765.07,2533973.4,2533973.4,2533973.4,0.7461497406196075,0.33242678668619524,0.30869664969373595,Actual,2026,2026-02
2026-02-01,Finance & Corporate,0.0,0.0,500226.72,7019379.22,0.0,852665.19,0.0,-7019379.22,-7019379.22,-7519605.9399999995,-8372271.129999999,,,,Actual,2026,2026-02
2026-02-01,Marketing,0.0,0.0,0.0,7534687.970000001,0.0,0.0,0.0,-7534687.970000001,-7534687.970000001,-7534687.970000001,-7534687.970000001,,,,Actual,2026,2026-02
2026-02-01,Operations,0.0,220833.33,0.0,10337986.0,0.0,0.0,0.0,-10337986.0,-10558819.33,-10558819.33,-10558819.33,,,,Actual,2026,2026-02
2026-02-01,Sales,61060208.66,241666.67,0.0,21562329.2,119137397.86,0.0,58077189.2,36514860.0,36273193.33,36273193.33,36273193.33,0.4874807595533294,0.30649368423262957,0.30446521395930715,Actual,2026,2026-02
2026-02-01,Technology,0.0,426041.67,0.0,9357351.05,0.0,0.0,0.0,-9357351.05,-9783392.72,-9783392.72,-9783392.72,,,,Actual,2026,2026-02
2026-03-01,Customer Success,2013010.5999999999,194791.67,0.0,3373771.33,7896588.06,0.0,5883577.46,2509806.13,2315014.46,2315014.46,2315014.46,0.7450784332797018,0.3178342482765905,0.2931664210428624,Actual,2026,2026-03
2026-03-01,Finance & Corporate,0.0,170000.0,500226.72,7025891.79,0.0,2281861.16,0.0,-7025891.79,-7195891.79,-7696118.51,-9977979.67,,,,Actual,2026,2026-03
2026-03-01,Marketing,0.0,0.0,0.0,7483321.23,0.0,0.0,0.0,-7483321.23,-7483321.23,-7483321.23,-7483321.23,,,,Actual,2026,2026-03
2026-03-01,Operations,0.0,220833.33,0.0,10480504.940000001,0.0,0.0,0.0,-10480504.940000001,-10701338.270000001,-10701338.270000001,-10701338.270000001,,,,Actual,2026,2026-03
2026-03-01,Sales,68376525.36,241666.67,0.0,21908193.28,132775332.67,0.0,64398807.31,42490614.03,42248947.36,42248947.36,42248947.36,0.48502086957715923,0.3200188858543946,0.3181987686297544,Actual,2026,2026-03
2026-03-01,Technology,0.0,426041.67,0.0,9129697.52,0.0,0.0,0.0,-9129697.52,-9555739.19,-9555739.19,-9555739.19,,,,Actual,2026,2026-03
2026-04-01,Customer Success,2047623.6800000002,194791.67,0.0,3532029.74,8121340.74,0.0,6073717.0600000005,2541687.3200000003,2346895.6500000004,2346895.6500000004,2346895.6500000004,0.7478712264940629,0.312964004512388,0.2889788429194759,Actual,2026,2026-04
2026-04-01,Finance & Corporate,0.0,170000.0,500226.72,7287657.4799999995,0.0,2490674.92,0.0,-7287657.4799999995,-7457657.4799999995,-7957884.199999999,-10448559.12,,,,Actual,2026,2026-04
2026-04-01,Marketing,0.0,0.0,0.0,7730738.38,0.0,0.0,0.0,-7730738.38,-7730738.38,-7730738.38,-7730738.38,,,,Actual,2026,2026-04
2026-04-01,Operations,0.0,220833.33,0.0,10668772.66,0.0,0.0,0.0,-10668772.66,-10889605.99,-10889605.99,-10889605.99,,,,Actual,2026,2026-04
2026-04-01,Sales,71311495.75,241666.67,0.0,23127699.59,138715605.25,0.0,67404109.5,44276409.91,44034743.239999995,44034743.239999995,44034743.239999995,0.485915837504519,0.31918838424994,0.31744621061659534,Actual,2026,2026-04
2026-04-01,Technology,0.0,426041.67,0.0,9414668.98,0.0,0.0,0.0,-9414668.98,-9840710.65,-9840710.65,-9840710.65,,,,Actual,2026,2026-04
2026-05-01,Customer Success,2146955.71,194791.67,0.0,3535290.72,8438863.52,0.0,6291907.81,2756617.0899999994,2561825.4199999995,2561825.4199999995,2561825.4199999995,0.7455871036530284,0.32665738502191105,0.30357469509117024,Actual,2026,2026-05
2026-05-01,Finance & Corporate,0.0,170000.0,500226.72,7167691.399999999,0.0,2602144.74,0.0,-7167691.399999999,-7337691.399999999,-7837918.119999999,-10440062.86,,,,Actual,2026,2026-05
2026-05-01,Marketing,0.0,0.0,0.0,7705761.05,0.0,0.0,0.0,-7705761.05,-7705761.05,-7705761.05,-7705761.05,,,,Actual,2026,2026-05
2026-05-01,Operations,0.0,220833.33,0.0,10773516.53,0.0,0.0,0.0,-10773516.53,-10994349.86,-10994349.86,-10994349.86,,,,Actual,2026,2026-05
2026-05-01,Sales,71418436.25,241666.67,0.0,23237939.21,139064951.14,0.0,67646514.88999999,44408575.679999985,44166909.00999998,44166909.00999998,44166909.00999998,0.4864382746008995,0.31933693799879753,0.31759914089018815,Actual,2026,2026-05
2026-05-01,Technology,0.0,426041.67,0.0,9356084.79,0.0,0.0,0.0,-9356084.79,-9782126.459999999,-9782126.459999999,-9782126.459999999,,,,Actual,2026,2026-05
2026-06-01,Customer Success,2099270.65,194791.67,0.0,3557795.46,8291553.7,0.0,6192283.050000001,2634487.590000001,2439695.920000001,2439695.920000001,2439695.920000001,0.7468181807711142,0.3177314753446029,0.2942386925625291,Actual,2026,2026-06
2026-06-01,Finance & Corporate,0.0,170000.0,500226.72,7339223.69,0.0,2783849.01,0.0,-7339223.69,-7509223.69,-8009450.41,-10793299.42,,,,Actual,2026,2026-06
2026-06-01,Marketing,0.0,0.0,0.0,7807641.609999999,0.0,0.0,0.0,-7807641.609999999,-7807641.609999999,-7807641.609999999,-7807641.609999999,,,,Actual,2026,2026-06
2026-06-01,Operations,0.0,220833.33,0.0,10743381.15,0.0,0.0,0.0,-10743381.15,-10964214.48,-10964214.48,-10964214.48,,,,Actual,2026,2026-06
2026-06-01,Sales,71772385.53,241666.67,0.0,23664616.65,141156094.07,0.0,69383708.53999999,45719091.88999999,45477425.21999999,45477425.21999999,45477425.21999999,0.4915388811027335,0.3238903158323981,0.3221782631463826,Actual,2026,2026-06
2026-06-01,Technology,0.0,426041.67,0.0,9574376.94,0.0,0.0,0.0,-9574376.94,-10000418.61,-10000418.61,-10000418.61,,,,Actual,2026,2026-06
2026-01-01,Customer Success,1816108.81,200000.0,0.0,3544876.66,7412689.03,0.0,5596580.220000001,2051703.5600000005,1851703.5600000005,1851703.5600000005,1851703.5600000005,0.755000000317024,0.2767826293125911,0.24980186711002506,Budget,2026,2026-01
2026-01-01,Finance & Corporate,0.0,0.0,453035.52,7236190.11,0.0,202774.14,0.0,-7236190.11,-7236190.11,-7689225.630000001,-7891999.7700000005,,,,Budget,2026,2026-01
2026-01-01,Marketing,0.0,0.0,0.0,7600520.51,0.0,0.0,0.0,-7600520.51,-7600520.51,-7600520.51,-7600520.51,,,,Budget,2026,2026-01
2026-01-01,Operations,0.0,215277.78,0.0,10349867.32,0.0,0.0,0.0,-10349867.32,-10565145.1,-10565145.1,-10565145.1,,,,Budget,2026,2026-01
2026-01-01,Sales,58470111.050000004,233333.33000000002,0.0,22752171.66,115941863.82,0.0,57471752.76999999,34719581.109999985,34486247.77999999,34486247.77999999,34486247.77999999,0.49569457378419424,0.2994568136657024,0.2974443108275365,Budget,2026,2026-01
2026-01-01,Technology,0.0,441666.67,0.0,9230296.86,0.0,0.0,0.0,-9230296.86,-9671963.53,-9671963.53,-9671963.53,,,,Budget,2026,2026-01
2026-02-01,Customer Success,1847314.02,200000.0,0.0,3727479.7800000003,7540057.25,0.0,5692743.23,1965263.4500000002,1765263.4500000002,1765263.4500000002,1765263.4500000002,0.7550000008289063,0.2606430408734629,0.23411804333448533,Budget,2026,2026-02
2026-02-01,Finance & Corporate,0.0,0.0,453035.52,7396833.46,0.0,178181.14,0.0,-7396833.46,-7396833.46,-7849868.98,-8028050.12,,,,Budget,2026,2026-02
2026-02-01,Marketing,0.0,0.0,0.0,7873198.65,0.0,0.0,0.0,-7873198.65,-7873198.65,-7873198.65,-7873198.65,,,,Budget,2026,2026-02
2026-02-01,Operations,0.0,215277.78,0.0,10633665.280000001,0.0,0.0,0.0,-10633665.280000001,-10848943.06,-10848943.06,-10848943.06,,,,Budget,2026,2026-02
2026-02-01,Sales,60888934.690000005,233333.33000000002,0.0,23871981.46,120470837.77,0.0,59581903.07999999,35709921.61999999,35476588.28999999,35476588.28999999,35476588.28999999,0.4945753194955971,0.2964196338384938,0.2944827889196806,Budget,2026,2026-02
2026-02-01,Technology,0.0,441666.67,0.0,9515449.8,0.0,0.0,0.0,-9515449.8,-9957116.47,-9957116.47,-9957116.47,,,,Budget,2026,2026-02
2026-03-01,Customer Success,1982097.3599999999,200000.0,0.0,3712833.09,8090193.29,0.0,6108095.93,2395262.84,2195262.84,2195262.84,2195262.84,0.7549999995117546,0.2960699150366035,0.27134862682619537,Budget,2026,2026-03
2026-03-01,Finance & Corporate,0.0,175000.0,453035.52,7503566.48,0.0,2153582.84,0.0,-7503566.48,-7678566.48,-8131602.0,-10285184.84,,,,Budget,2026,2026-03
2026-03-01,Marketing,0.0,0.0,0.0,7659489.45,0.0,0.0,0.0,-7659489.45,-7659489.45,-7659489.45,-7659489.45,,,,Budget,2026,2026-03
2026-03-01,Operations,0.0,215277.78,0.0,10609717.67,0.0,0.0,0.0,-10609717.67,-10824995.45,-10824995.45,-10824995.45,,,,Budget,2026,2026-03
2026-03-01,Sales,69508234.92,233333.33000000002,0.0,24722521.37,137414869.89,0.0,67906634.96999998,43184113.59999998,42950780.26999998,42950780.26999998,42950780.26999998,0.49417239214619896,0.31426084844070135,0.31256282747552644,Budget,2026,2026-03
2026-03-01,Technology,0.0,441666.67,0.0,9473958.17,0.0,0.0,0.0,-9473958.17,-9915624.84,-9915624.84,-9915624.84,,,,Budget,2026,2026-03
2026-04-01,Customer Success,1999749.1400000001,200000.0,0.0,3700837.24,8162241.44,0.0,6162492.300000001,2461655.0600000005,2261655.0600000005,2261655.0600000005,2261655.0600000005,0.7550000015681967,0.30159057142519424,0.27708749816153444,Budget,2026,2026-04
2026-04-01,Finance & Corporate,0.0,175000.0,453035.52,7489511.0200000005,0.0,2404130.11,0.0,-7489511.0200000005,-7664511.0200000005,-8117546.540000001,-10521676.65,,,,Budget,2026,2026-04
2026-04-01,Marketing,0.0,0.0,0.0,7871773.890000001,0.0,0.0,0.0,-7871773.890000001,-7871773.890000001,-7871773.890000001,-7871773.890000001,,,,Budget,2026,2026-04
2026-04-01,Operations,0.0,215277.78,0.0,10616684.72,0.0,0.0,0.0,-10616684.72,-10831962.5,-10831962.5,-10831962.5,,,,Budget,2026,2026-04
2026-04-01,Sales,70629802.02000001,233333.33000000002,0.0,24860306.36,139834560.01,0.0,69204757.98999998,44344451.62999998,44111118.29999998,44111118.29999998,44111118.29999998,0.494904535653067,0.3171208292630146,0.31545219076632747,Budget,2026,2026-04
2026-04-01,Technology,0.0,441666.67,0.0,9493303.32,0.0,0.0,0.0,-9493303.32,-9934969.99,-9934969.99,-9934969.99,,,,Budget,2026,2026-04
