Month,CostCenterID,Department,BusinessUnit,Region,Version,PeriodStatus,SourceSystem,AccountKey,AmountTRY
2023-12-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A5020,222474.13
2023-12-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6000,814980.53
2023-12-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6010,150771.4
2023-12-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6100,303040.46
2023-12-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6200,147952.01
2023-12-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6300,100635.41
2023-12-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6400,49940.06
2023-12-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6500,25430.34
2023-12-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6600,15915.48
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A4020,10290474.28
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A5000,6092654.36
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A5010,124919.9
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A5020,183623.66
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6000,725101.1
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6010,134143.7
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6100,204086.73
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6200,99119.21
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6300,82104.11
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6400,39946.39
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6500,20267.13
2023-12-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6600,13206.25
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A4030,5598915.96
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A5000,1177549.29
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A5010,139292.93
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A5020,101914.21
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6000,1169717.9
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6010,216397.81
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6100,318712.94
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6200,56520.95
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6300,599954.9
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6400,65047.45
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6500,31921.91
2023-12-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6600,22063.73
2023-12-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6000,1367265.16
2023-12-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6010,252944.06
2023-12-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6100,3168794.45
2023-12-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6300,197896.45
2023-12-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6400,72617.12
2023-12-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6500,281165.56
2023-12-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6600,118452.64
2023-12-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6000,2070318.42
2023-12-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6010,383008.91
2023-12-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6200,3665152.35
2023-12-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6300,351236.43
2023-12-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6400,955864.04
2023-12-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6500,206736.75
2023-12-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6600,86741.24
2023-12-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6000,2438140.8
2023-12-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6010,451056.05
2023-12-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6300,3006382.85
2023-12-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6400,212098.26
2023-12-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6500,808237.3
2023-12-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6600,153530.05
2023-12-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6700,169791.67
2023-12-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6000,1582172.7
2023-12-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6010,292701.95
2023-12-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6300,524487.36
2023-12-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6400,1092761.94
2023-12-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6500,1088670.84
2023-12-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6600,248950.83
2023-12-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6800,420000.0
2023-12-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6900,4983148.49
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A4000,19255903.85
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A5000,7305678.77
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A5010,537876.49
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A5020,561949.05
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6000,1557206.62
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6010,288083.23
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6100,943888.83
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6200,343490.02
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6300,189438.28
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6400,95417.87
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6500,50803.48
2024-01-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6600,28540.12
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A4000,12562713.64
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A5000,5021136.32
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A5010,407609.69
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A5020,404093.32
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6000,1164728.58
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6010,215474.79
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6100,662949.41
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6200,225049.93
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6300,119675.05
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6400,57057.86
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6500,28408.81
2024-01-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6600,20013.08
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A4000,7552527.01
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A5000,3169904.53
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A5010,394985.36
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A5020,265063.65
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6000,696055.28
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6010,128770.23
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6100,383047.73
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6200,131887.47
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6300,76567.38
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6400,36863.71
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6500,22196.22
2024-01-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6600,13030.1
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A4010,15348472.92
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5000,7083731.15
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5010,303254.67
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5020,386755.95
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6000,1951118.04
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6010,360956.84
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6100,303334.46
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6200,272701.91
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6300,253812.69
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6400,317095.44
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6500,62488.81
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6600,43530.53
2024-01-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6700,107500.0
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A4010,9839404.84
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5000,4641894.12
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5010,179035.34
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5020,259492.45
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6000,1323192.7
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6010,244790.65
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6100,196878.34
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6200,175592.89
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6300,195479.93
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6400,256988.68
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6500,49258.0
2024-01-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6600,32810.2
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A4020,14794788.08
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A5000,8374062.77
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A5010,146574.93
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A5020,216828.72
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6000,793165.29
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6010,146735.58
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6100,296820.42
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6200,147908.46
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6300,105479.26
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6400,51770.09
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6500,27112.85
2024-01-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6600,17993.65
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A4020,10624986.28
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A5000,6313870.56
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A5010,127895.39
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A5020,193474.93
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6000,789013.72
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6010,145967.54
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6100,210646.41
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6200,105230.89
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6300,82439.96
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6400,41962.2
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6500,24486.68
2024-01-01,CC-302,Sales,Wholesale,Europe,Actual,Actual,Synthetic ERP,A6600,14062.81
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A4030,5041250.67
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A5000,1039046.27
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A5010,125649.55
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A5020,90150.09
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6000,1217977.44
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6010,225325.83
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6100,314808.7
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6200,51001.99
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6300,635250.6
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6400,68631.71
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6500,37203.61
2024-01-01,CC-401,Customer Success,Subscription Services,Türkiye,Actual,Actual,Synthetic ERP,A6600,21778.04
2024-01-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6000,1359035.23
2024-01-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6010,251421.52
2024-01-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6100,3362353.7
2024-01-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6300,207913.8
2024-01-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6400,76290.77
2024-01-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6500,294334.19
2024-01-01,CC-501,Marketing,Shared Services,Global,Actual,Actual,Synthetic ERP,A6600,121797.9
2024-01-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6000,2024536.98
2024-01-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6010,374539.34
2024-01-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6200,3638402.13
2024-01-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6300,365556.85
2024-01-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6400,1001507.81
2024-01-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6500,216540.96
2024-01-01,CC-601,Operations,Shared Services,Türkiye,Actual,Actual,Synthetic ERP,A6600,94628.33
2024-01-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6000,2394355.33
2024-01-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6010,442955.74
2024-01-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6300,3209151.03
2024-01-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6400,225545.21
2024-01-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6500,819768.71
2024-01-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6600,159206.96
2024-01-01,CC-701,Technology,Shared Services,Global,Actual,Actual,Synthetic ERP,A6700,169791.67
2024-01-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6000,1698484.87
2024-01-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6010,314219.7
2024-01-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6300,578639.7
2024-01-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6400,1158823.97
2024-01-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6500,1147362.72
2024-01-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6600,251465.25
2024-01-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6800,445200.0
2024-01-01,CC-801,Finance & Corporate,Shared Services,Global,Actual,Actual,Synthetic ERP,A6900,466813.73
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A4000,20433595.91
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A5000,7717916.98
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A5010,575036.69
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A5020,622101.64
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6000,1539853.97
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6010,284872.98
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6100,1013686.93
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6200,364891.52
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6300,187113.69
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6400,95324.4
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6500,52348.29
2024-02-01,CC-101,Sales,Digital Commerce,Türkiye,Actual,Actual,Synthetic ERP,A6600,32103.22
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A4000,13305188.34
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A5000,5345512.47
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A5010,416426.18
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A5020,426108.69
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6000,1182728.26
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6010,218804.73
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6100,684440.98
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6200,228917.81
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6300,112591.08
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6400,57459.99
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6500,27527.07
2024-02-01,CC-102,Sales,Digital Commerce,Europe,Actual,Actual,Synthetic ERP,A6600,19290.62
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A4000,7786745.51
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A5000,3291731.38
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A5010,405375.84
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A5020,269740.09
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6000,767349.96
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6010,141959.74
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6100,387643.94
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6200,141932.0
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6300,72585.6
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6400,37666.49
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6500,18810.36
2024-02-01,CC-103,Sales,Digital Commerce,MENA,Actual,Actual,Synthetic ERP,A6600,12798.61
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A4010,15171277.78
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5000,7041957.71
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5010,302836.2
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5020,377787.82
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6000,1940869.05
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6010,359060.77
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6100,308577.87
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6200,276749.1
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6300,258596.06
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6400,327433.53
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6500,71774.59
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6600,46309.54
2024-02-01,CC-201,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6700,107500.0
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A4010,10764975.55
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5000,4977759.84
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5010,194606.29
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A5020,292083.93
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6000,1369675.43
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6010,253389.95
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6100,211087.72
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6200,194473.66
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6300,203826.56
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6400,257777.69
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6500,51551.87
2024-02-01,CC-202,Sales,Retail Stores,Türkiye,Actual,Actual,Synthetic ERP,A6600,34906.42
2024-02-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A4020,14534546.98
2024-02-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A5000,8333505.45
2024-02-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A5010,146792.39
2024-02-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A5020,215673.26
2024-02-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6000,809110.61
2024-02-01,CC-301,Sales,Wholesale,Türkiye,Actual,Actual,Synthetic ERP,A6010,149685.46
