Month,CostCenterID,Department,Version,FTE,Hires,Exits,AverageSalaryTRY,PayrollCostTRY,BenefitsCostTRY
2026-06-01,CC-202,Sales,Actual,21,0,0,85848.43,1817101.31,336163.74
2026-01-01,CC-202,Sales,Budget,21,0,0,93947.34,1972894.23,364985.43
2026-02-01,CC-202,Sales,Budget,22,1,0,93947.34,2066841.58,382365.69
2026-03-01,CC-202,Sales,Budget,22,0,0,93947.34,2066841.58,382365.69
2026-04-01,CC-202,Sales,Budget,22,0,0,93947.34,2066841.58,382365.69
2026-05-01,CC-202,Sales,Budget,22,0,0,93947.34,2066841.58,382365.69
2026-06-01,CC-202,Sales,Budget,22,0,0,93947.34,2066841.58,382365.69
2026-07-01,CC-202,Sales,Budget,22,0,0,93947.34,2066841.58,382365.69
2026-08-01,CC-202,Sales,Budget,22,0,0,93947.34,2066841.58,382365.69
2026-09-01,CC-202,Sales,Budget,21,0,1,93947.34,1972894.23,364985.43
2026-10-01,CC-202,Sales,Budget,22,1,0,93947.34,2066841.58,382365.69
2026-11-01,CC-202,Sales,Budget,22,0,0,93947.34,2066841.58,382365.69
2026-12-01,CC-202,Sales,Budget,22,0,0,93947.34,2066841.58,382365.69
2026-01-01,CC-202,Sales,Forecast,21,0,0,80989.09,1684844.84,311696.3
2026-02-01,CC-202,Sales,Forecast,21,0,0,80989.09,1719934.26,318187.84
2026-03-01,CC-202,Sales,Forecast,21,0,0,80989.09,1712632.85,316837.08
2026-04-01,CC-202,Sales,Forecast,21,0,0,85848.43,1821857.17,337043.58
2026-05-01,CC-202,Sales,Forecast,21,0,0,85848.43,1797126.77,332468.45
2026-06-01,CC-202,Sales,Forecast,21,0,0,85848.43,1817101.31,336163.74
2026-07-01,CC-202,Sales,Forecast,21,0,0,85848.43,1802817.03,333521.15
2026-08-01,CC-202,Sales,Forecast,22,1,0,85848.43,1888665.46,349403.11
2026-09-01,CC-202,Sales,Forecast,22,0,0,85848.43,1888665.46,349403.11
2026-10-01,CC-202,Sales,Forecast,21,0,1,85848.43,1802817.03,333521.15
2026-11-01,CC-202,Sales,Forecast,22,1,0,85848.43,1888665.46,349403.11
2026-12-01,CC-202,Sales,Forecast,22,0,0,85848.43,1888665.46,349403.11
2027-01-01,CC-202,Sales,Forecast,22,0,0,85848.43,1888665.46,349403.11
2027-02-01,CC-202,Sales,Forecast,23,1,0,85848.43,1974513.89,365285.07
2027-03-01,CC-202,Sales,Forecast,23,0,0,85848.43,1974513.89,365285.07
2027-04-01,CC-202,Sales,Forecast,23,0,0,98725.69,2270690.97,420077.83
2027-05-01,CC-202,Sales,Forecast,23,0,0,98725.69,2270690.97,420077.83
2027-06-01,CC-202,Sales,Forecast,23,0,0,98725.69,2270690.97,420077.83
2023-01-01,CC-301,Sales,Actual,10,0,0,75000.0,740501.08,136992.7
2023-02-01,CC-301,Sales,Actual,10,0,0,75000.0,740522.24,136996.62
2023-03-01,CC-301,Sales,Actual,10,0,0,75000.0,754758.65,139630.35
2023-04-01,CC-301,Sales,Actual,10,0,0,79500.0,788486.19,145869.94
2023-05-01,CC-301,Sales,Actual,10,0,0,79500.0,807292.93,149349.19
2023-06-01,CC-301,Sales,Actual,10,0,0,79500.0,803656.85,148676.52
2023-07-01,CC-301,Sales,Actual,10,0,0,79500.0,796793.8,147406.85
2023-08-01,CC-301,Sales,Actual,10,0,0,79500.0,815089.18,150791.5
2023-09-01,CC-301,Sales,Actual,9,0,1,79500.0,717442.17,132726.8
2023-10-01,CC-301,Sales,Actual,9,0,0,79500.0,699785.38,129460.3
2023-11-01,CC-301,Sales,Actual,9,0,0,79500.0,743795.64,137602.19
2023-12-01,CC-301,Sales,Actual,10,1,0,79500.0,814980.53,150771.4
2024-01-01,CC-301,Sales,Actual,10,0,0,79500.0,793165.29,146735.58
2024-02-01,CC-301,Sales,Actual,10,0,0,79500.0,809110.61,149685.46
2024-03-01,CC-301,Sales,Actual,10,0,0,79500.0,780808.54,144449.58
2024-04-01,CC-301,Sales,Actual,10,0,0,84270.0,841488.5,155675.37
2024-05-01,CC-301,Sales,Actual,10,0,0,84270.0,843765.96,156096.7
2024-06-01,CC-301,Sales,Actual,10,0,0,84270.0,845356.62,156390.98
2024-07-01,CC-301,Sales,Actual,11,1,0,84270.0,922053.44,170579.89
2024-08-01,CC-301,Sales,Actual,12,1,0,84270.0,1009788.55,186810.88
2024-09-01,CC-301,Sales,Actual,12,0,0,84270.0,1022514.12,189165.11
2024-10-01,CC-301,Sales,Actual,12,0,0,84270.0,1021320.33,188944.26
2024-11-01,CC-301,Sales,Actual,12,0,0,84270.0,1036853.17,191817.84
2024-12-01,CC-301,Sales,Actual,12,0,0,84270.0,1009909.12,186833.19
2025-01-01,CC-301,Sales,Actual,12,0,0,84270.0,999865.96,184975.2
2025-02-01,CC-301,Sales,Actual,12,0,0,84270.0,1010777.36,186993.81
2025-03-01,CC-301,Sales,Actual,12,0,0,84270.0,1000400.92,185074.17
2025-04-01,CC-301,Sales,Actual,12,0,0,89326.2,1095749.26,202713.61
2025-05-01,CC-301,Sales,Actual,12,0,0,89326.2,1090984.39,201832.11
2025-06-01,CC-301,Sales,Actual,12,0,0,89326.2,1090464.25,201735.89
2025-07-01,CC-301,Sales,Actual,12,0,0,89326.2,1075169.51,198906.36
2025-08-01,CC-301,Sales,Actual,12,0,0,89326.2,1061774.98,196428.37
2025-09-01,CC-301,Sales,Actual,12,0,0,89326.2,1080620.79,199914.85
2025-10-01,CC-301,Sales,Actual,13,1,0,89326.2,1167944.75,216069.78
2025-11-01,CC-301,Sales,Actual,13,0,0,89326.2,1205789.04,223070.97
2025-12-01,CC-301,Sales,Actual,13,0,0,89326.2,1186668.25,219533.63
2026-01-01,CC-301,Sales,Actual,13,0,0,89326.2,1169105.39,216284.5
2026-02-01,CC-301,Sales,Actual,13,0,0,89326.2,1154068.76,213502.72
2026-03-01,CC-301,Sales,Actual,13,0,0,89326.2,1131762.17,209376.0
2026-04-01,CC-301,Sales,Actual,13,0,0,94685.77,1217002.04,225145.38
2026-05-01,CC-301,Sales,Actual,13,0,0,94685.77,1257212.1,232584.24
2026-06-01,CC-301,Sales,Actual,13,0,0,94685.77,1255894.17,232340.42
2026-01-01,CC-301,Sales,Budget,13,0,0,103618.39,1347039.1,249202.23
2026-02-01,CC-301,Sales,Budget,14,1,0,103618.39,1450657.49,268371.64
2026-03-01,CC-301,Sales,Budget,14,0,0,103618.39,1450657.49,268371.64
2026-04-01,CC-301,Sales,Budget,14,0,0,103618.39,1450657.49,268371.64
2026-05-01,CC-301,Sales,Budget,14,0,0,103618.39,1450657.49,268371.64
2026-06-01,CC-301,Sales,Budget,14,0,0,103618.39,1450657.49,268371.64
2026-07-01,CC-301,Sales,Budget,14,0,0,103618.39,1450657.49,268371.64
2026-08-01,CC-301,Sales,Budget,14,0,0,103618.39,1450657.49,268371.64
2026-09-01,CC-301,Sales,Budget,14,0,0,103618.39,1450657.49,268371.64
2026-10-01,CC-301,Sales,Budget,15,1,0,103618.39,1554275.88,287541.04
2026-11-01,CC-301,Sales,Budget,15,0,0,103618.39,1554275.88,287541.04
2026-12-01,CC-301,Sales,Budget,15,0,0,103618.39,1554275.88,287541.04
2026-01-01,CC-301,Sales,Forecast,13,0,0,89326.2,1169105.39,216284.5
2026-02-01,CC-301,Sales,Forecast,13,0,0,89326.2,1154068.76,213502.72
2026-03-01,CC-301,Sales,Forecast,13,0,0,89326.2,1131762.17,209376.0
2026-04-01,CC-301,Sales,Forecast,13,0,0,94685.77,1217002.04,225145.38
2026-05-01,CC-301,Sales,Forecast,13,0,0,94685.77,1257212.1,232584.24
2026-06-01,CC-301,Sales,Forecast,13,0,0,94685.77,1255894.17,232340.42
2026-07-01,CC-301,Sales,Forecast,13,0,0,94685.77,1230915.01,227719.28
2026-08-01,CC-301,Sales,Forecast,14,1,0,94685.77,1325600.78,245236.14
2026-09-01,CC-301,Sales,Forecast,14,0,0,94685.77,1325600.78,245236.14
2026-10-01,CC-301,Sales,Forecast,14,0,0,94685.77,1325600.78,245236.14
2026-11-01,CC-301,Sales,Forecast,15,1,0,94685.77,1420286.55,262753.01
2026-12-01,CC-301,Sales,Forecast,15,0,0,94685.77,1420286.55,262753.01
2027-01-01,CC-301,Sales,Forecast,15,0,0,94685.77,1420286.55,262753.01
2027-02-01,CC-301,Sales,Forecast,16,1,0,94685.77,1514972.32,280269.88
2027-03-01,CC-301,Sales,Forecast,16,0,0,94685.77,1514972.32,280269.88
2027-04-01,CC-301,Sales,Forecast,16,0,0,108888.64,1742218.17,322310.36
2027-05-01,CC-301,Sales,Forecast,16,0,0,108888.64,1742218.17,322310.36
2027-06-01,CC-301,Sales,Forecast,16,0,0,108888.64,1742218.17,322310.36
2023-01-01,CC-302,Sales,Actual,8,0,0,84000.0,677731.53,125380.33
2023-02-01,CC-302,Sales,Actual,8,0,0,84000.0,666492.23,123301.06
2023-03-01,CC-302,Sales,Actual,8,0,0,84000.0,667296.49,123449.85
2023-04-01,CC-302,Sales,Actual,7,0,1,89040.0,616527.42,114057.57
2023-05-01,CC-302,Sales,Actual,7,0,0,89040.0,633298.42,117160.21
2023-06-01,CC-302,Sales,Actual,7,0,0,89040.0,624181.22,115473.53
2023-07-01,CC-302,Sales,Actual,8,1,0,89040.0,714534.2,132188.83
2023-08-01,CC-302,Sales,Actual,8,0,0,89040.0,714393.67,132162.83
2023-09-01,CC-302,Sales,Actual,8,0,0,89040.0,732187.53,135454.69
2023-10-01,CC-302,Sales,Actual,8,0,0,89040.0,710549.5,131451.66
2023-11-01,CC-302,Sales,Actual,8,0,0,89040.0,721585.9,133493.39
2023-12-01,CC-302,Sales,Actual,8,0,0,89040.0,725101.1,134143.7
2024-01-01,CC-302,Sales,Actual,9,1,0,89040.0,789013.72,145967.54
2024-02-01,CC-302,Sales,Actual,9,0,0,89040.0,783667.44,144978.48
2024-03-01,CC-302,Sales,Actual,8,0,1,89040.0,707119.84,130817.17
2024-04-01,CC-302,Sales,Actual,8,0,0,94382.4,755487.25,139765.14
2024-05-01,CC-302,Sales,Actual,8,0,0,94382.4,749106.2,138584.65
2024-06-01,CC-302,Sales,Actual,9,1,0,94382.4,850608.73,157362.62
2024-07-01,CC-302,Sales,Actual,9,0,0,94382.4,838825.15,155182.65
2024-08-01,CC-302,Sales,Actual,9,0,0,94382.4,839071.46,155228.22
2024-09-01,CC-302,Sales,Actual,9,0,0,94382.4,844639.22,156258.26
2024-10-01,CC-302,Sales,Actual,9,0,0,94382.4,860351.94,159165.11
2024-11-01,CC-302,Sales,Actual,9,0,0,94382.4,863098.14,159673.16
2024-12-01,CC-302,Sales,Actual,10,1,0,94382.4,950330.37,175811.12
2025-01-01,CC-302,Sales,Actual,10,0,0,94382.4,930639.53,172168.31
2025-02-01,CC-302,Sales,Actual,10,0,0,94382.4,963385.35,178226.29
2025-03-01,CC-302,Sales,Actual,10,0,0,94382.4,939677.39,173840.32
2025-04-01,CC-302,Sales,Actual,10,0,0,100045.34,994759.28,184030.47
2025-05-01,CC-302,Sales,Actual,10,0,0,100045.34,1010997.54,187034.54
2025-06-01,CC-302,Sales,Actual,10,0,0,100045.34,1016426.43,188038.89
2025-07-01,CC-302,Sales,Actual,10,0,0,100045.34,983465.21,181941.06
2025-08-01,CC-302,Sales,Actual,10,0,0,100045.34,996850.75,184417.39
2025-09-01,CC-302,Sales,Actual,9,0,1,100045.34,891900.49,165001.59
2025-10-01,CC-302,Sales,Actual,9,0,0,100045.34,885801.58,163873.29
2025-11-01,CC-302,Sales,Actual,9,0,0,100045.34,918791.6,169976.45
2025-12-01,CC-302,Sales,Actual,8,0,1,100045.34,835146.1,154502.03
2026-01-01,CC-302,Sales,Actual,9,1,0,100045.34,914416.83,169167.11
2026-02-01,CC-302,Sales,Actual,9,0,0,100045.34,896213.47,165799.49
2026-03-01,CC-302,Sales,Actual,9,0,0,100045.34,907562.23,167899.01
2026-04-01,CC-302,Sales,Actual,9,0,0,106048.06,942910.69,174438.48
2026-05-01,CC-302,Sales,Actual,9,0,0,106048.06,960446.54,177682.61
2026-06-01,CC-302,Sales,Actual,9,0,0,106048.06,975291.15,180428.86
2026-01-01,CC-302,Sales,Budget,8,0,0,116052.59,928420.76,171757.84
2026-02-01,CC-302,Sales,Budget,9,1,0,116052.59,1044473.35,193227.57
2026-03-01,CC-302,Sales,Budget,9,0,0,116052.59,1044473.35,193227.57
2026-04-01,CC-302,Sales,Budget,9,0,0,116052.59,1044473.35,193227.57
2026-05-01,CC-302,Sales,Budget,9,0,0,116052.59,1044473.35,193227.57
2026-06-01,CC-302,Sales,Budget,9,0,0,116052.59,1044473.35,193227.57
2026-07-01,CC-302,Sales,Budget,9,0,0,116052.59,1044473.35,193227.57
2026-08-01,CC-302,Sales,Budget,9,0,0,116052.59,1044473.35,193227.57
2026-09-01,CC-302,Sales,Budget,9,0,0,116052.59,1044473.35,193227.57
2026-10-01,CC-302,Sales,Budget,10,1,0,116052.59,1160525.94,214697.3
2026-11-01,CC-302,Sales,Budget,10,0,0,116052.59,1160525.94,214697.3
2026-12-01,CC-302,Sales,Budget,10,0,0,116052.59,1160525.94,214697.3
2026-01-01,CC-302,Sales,Forecast,9,1,0,100045.34,914416.83,169167.11
2026-02-01,CC-302,Sales,Forecast,9,0,0,100045.34,896213.47,165799.49
2026-03-01,CC-302,Sales,Forecast,9,0,0,100045.34,907562.23,167899.01
2026-04-01,CC-302,Sales,Forecast,9,0,0,106048.06,942910.69,174438.48
2026-05-01,CC-302,Sales,Forecast,9,0,0,106048.06,960446.54,177682.61
2026-06-01,CC-302,Sales,Forecast,9,0,0,106048.06,975291.15,180428.86
2026-07-01,CC-302,Sales,Forecast,9,0,0,106048.06,954432.54,176570.02
2026-08-01,CC-302,Sales,Forecast,10,1,0,106048.06,1060480.6,196188.91
2026-09-01,CC-302,Sales,Forecast,10,0,0,106048.06,1060480.6,196188.91
2026-10-01,CC-302,Sales,Forecast,10,0,0,106048.06,1060480.6,196188.91
2026-11-01,CC-302,Sales,Forecast,11,1,0,106048.06,1166528.66,215807.8
2026-12-01,CC-302,Sales,Forecast,11,0,0,106048.06,1166528.66,215807.8
2027-01-01,CC-302,Sales,Forecast,11,0,0,106048.06,1166528.66,215807.8
2027-02-01,CC-302,Sales,Forecast,12,1,0,106048.06,1272576.72,235426.69
2027-03-01,CC-302,Sales,Forecast,12,0,0,106048.06,1272576.72,235426.69
2027-04-01,CC-302,Sales,Forecast,12,0,0,121955.27,1463463.23,270740.7
2027-05-01,CC-302,Sales,Forecast,12,0,0,121955.27,1463463.23,270740.7
2027-06-01,CC-302,Sales,Forecast,12,0,0,121955.27,1463463.23,270740.7
2023-01-01,CC-401,Customer Success,Actual,13,0,0,80000.0,1067388.46,197466.87
2023-02-01,CC-401,Customer Success,Actual,13,0,0,80000.0,1035815.04,191625.78
2023-03-01,CC-401,Customer Success,Actual,13,0,0,80000.0,1022803.4,189218.63
2023-04-01,CC-401,Customer Success,Actual,13,0,0,84800.0,1104609.75,204352.8
2023-05-01,CC-401,Customer Success,Actual,13,0,0,84800.0,1090769.96,201792.44
2023-06-01,CC-401,Customer Success,Actual,14,1,0,84800.0,1192916.21,220689.5
2023-07-01,CC-401,Customer Success,Actual,14,0,0,84800.0,1183781.2,218999.52
2023-08-01,CC-401,Customer Success,Actual,14,0,0,84800.0,1176810.81,217710.0
2023-09-01,CC-401,Customer Success,Actual,14,0,0,84800.0,1146088.66,212026.4
2023-10-01,CC-401,Customer Success,Actual,14,0,0,84800.0,1192305.28,220576.48
2023-11-01,CC-401,Customer Success,Actual,14,0,0,84800.0,1183916.59,219024.57
2023-12-01,CC-401,Customer Success,Actual,14,0,0,84800.0,1169717.9,216397.81
2024-01-01,CC-401,Customer Success,Actual,14,0,0,84800.0,1217977.44,225325.83
2024-02-01,CC-401,Customer Success,Actual,14,0,0,84800.0,1163513.17,215249.94
2024-03-01,CC-401,Customer Success,Actual,14,0,0,84800.0,1198550.63,221731.87
2024-04-01,CC-401,Customer Success,Actual,15,1,0,89888.0,1338861.91,247689.45
2024-05-01,CC-401,Customer Success,Actual,15,0,0,89888.0,1350115.96,249771.45
2024-06-01,CC-401,Customer Success,Actual,15,0,0,89888.0,1368204.83,253117.89
2024-07-01,CC-401,Customer Success,Actual,15,0,0,89888.0,1341242.5,248129.86
2024-08-01,CC-401,Customer Success,Actual,15,0,0,89888.0,1347775.67,249338.5
2024-09-01,CC-401,Customer Success,Actual,15,0,0,89888.0,1352464.94,250206.01
2024-10-01,CC-401,Customer Success,Actual,15,0,0,89888.0,1352229.66,250162.49
2024-11-01,CC-401,Customer Success,Actual,15,0,0,89888.0,1351075.93,249949.05
2024-12-01,CC-401,Customer Success,Actual,15,0,0,89888.0,1356537.78,250959.49
2025-01-01,CC-401,Customer Success,Actual,15,0,0,89888.0,1356326.58,250920.42
2025-02-01,CC-401,Customer Success,Actual,16,1,0,89888.0,1442616.08,266883.98
2025-03-01,CC-401,Customer Success,Actual,16,0,0,89888.0,1452327.89,268680.66
2025-04-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1503679.81,278180.76
2025-05-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1531341.66,283298.21
2025-06-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1537808.14,284494.51
2025-07-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1527133.65,282519.72
2025-08-01,CC-401,Customer Success,Actual,16,1,1,95281.28,1525364.05,282192.35
2025-09-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1515828.03,280428.19
2025-10-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1515344.45,280338.72
2025-11-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1492423.21,276098.29
2025-12-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1486616.33,275024.02
2026-01-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1517498.8,280737.28
2026-02-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1507559.31,278898.47
2026-03-01,CC-401,Customer Success,Actual,16,0,0,95281.28,1523920.19,281925.23
2026-04-01,CC-401,Customer Success,Actual,16,0,0,100998.16,1610935.12,298023.0
2026-05-01,CC-401,Customer Success,Actual,16,0,0,100998.16,1619223.05,299556.26
2026-06-01,CC-401,Customer Success,Actual,16,0,0,100998.16,1630045.2,301558.36
2026-01-01,CC-401,Customer Success,Budget,16,0,0,110526.28,1768420.56,327157.8
2026-02-01,CC-401,Customer Success,Budget,17,1,0,110526.28,1878946.84,347605.17
2026-03-01,CC-401,Customer Success,Budget,17,0,0,110526.28,1878946.84,347605.17
2026-04-01,CC-401,Customer Success,Budget,17,0,0,110526.28,1878946.84,347605.17
2026-05-01,CC-401,Customer Success,Budget,17,0,0,110526.28,1878946.84,347605.17
2026-06-01,CC-401,Customer Success,Budget,17,0,0,110526.28,1878946.84,347605.17
2026-07-01,CC-401,Customer Success,Budget,17,0,0,110526.28,1878946.84,347605.17
2026-08-01,CC-401,Customer Success,Budget,17,0,0,110526.28,1878946.84,347605.17
2026-09-01,CC-401,Customer Success,Budget,17,0,0,110526.28,1878946.84,347605.17
2026-10-01,CC-401,Customer Success,Budget,18,1,0,110526.28,1989473.13,368052.53
2026-11-01,CC-401,Customer Success,Budget,18,0,0,110526.28,1989473.13,368052.53
2026-12-01,CC-401,Customer Success,Budget,18,0,0,110526.28,1989473.13,368052.53
2026-01-01,CC-401,Customer Success,Forecast,16,0,0,95281.28,1517498.8,280737.28
2026-02-01,CC-401,Customer Success,Forecast,16,0,0,95281.28,1507559.31,278898.47
2026-03-01,CC-401,Customer Success,Forecast,16,0,0,95281.28,1523920.19,281925.23
2026-04-01,CC-401,Customer Success,Forecast,16,0,0,100998.16,1610935.12,298023.0
2026-05-01,CC-401,Customer Success,Forecast,16,0,0,100998.16,1619223.05,299556.26
2026-06-01,CC-401,Customer Success,Forecast,16,0,0,100998.16,1630045.2,301558.36
2026-07-01,CC-401,Customer Success,Forecast,16,0,0,100998.16,1615970.56,298954.55
2026-08-01,CC-401,Customer Success,Forecast,16,0,0,100998.16,1615970.56,298954.55
2026-09-01,CC-401,Customer Success,Forecast,16,0,0,100998.16,1615970.56,298954.55
2026-10-01,CC-401,Customer Success,Forecast,15,0,1,100998.16,1514972.4,280269.89
2026-11-01,CC-401,Customer Success,Forecast,15,0,0,100998.16,1514972.4,280269.89
2026-12-01,CC-401,Customer Success,Forecast,15,0,0,100998.16,1514972.4,280269.89
2027-01-01,CC-401,Customer Success,Forecast,15,0,0,100998.16,1514972.4,280269.89
2027-02-01,CC-401,Customer Success,Forecast,15,0,0,100998.16,1514972.4,280269.89
2027-03-01,CC-401,Customer Success,Forecast,15,0,0,100998.16,1514972.4,280269.89
2027-04-01,CC-401,Customer Success,Forecast,15,0,0,116147.88,1742218.26,322310.38
2027-05-01,CC-401,Customer Success,Forecast,15,0,0,116147.88,1742218.26,322310.38
2027-06-01,CC-401,Customer Success,Forecast,15,0,0,116147.88,1742218.26,322310.38
2023-01-01,CC-501,Marketing,Actual,15,0,0,81000.0,1198780.15,221774.33
2023-02-01,CC-501,Marketing,Actual,15,0,0,81000.0,1196954.19,221436.52
2023-03-01,CC-501,Marketing,Actual,15,0,0,81000.0,1217292.41,225199.1
2023-04-01,CC-501,Marketing,Actual,15,0,0,85860.0,1287667.42,238218.47
2023-05-01,CC-501,Marketing,Actual,15,0,0,85860.0,1280506.17,236893.64
2023-06-01,CC-501,Marketing,Actual,15,0,0,85860.0,1282150.39,237197.82
2023-07-01,CC-501,Marketing,Actual,16,1,0,85860.0,1372782.44,253964.75
2023-08-01,CC-501,Marketing,Actual,16,0,0,85860.0,1379516.52,255210.56
2023-09-01,CC-501,Marketing,Actual,16,0,0,85860.0,1382832.97,255824.1
2023-10-01,CC-501,Marketing,Actual,16,0,0,85860.0,1346542.36,249110.34
2023-11-01,CC-501,Marketing,Actual,16,0,0,85860.0,1351374.57,250004.29
2023-12-01,CC-501,Marketing,Actual,16,0,0,85860.0,1367265.16,252944.06
2024-01-01,CC-501,Marketing,Actual,16,0,0,85860.0,1359035.23,251421.52
2024-02-01,CC-501,Marketing,Actual,15,0,1,85860.0,1306342.58,241673.38
2024-03-01,CC-501,Marketing,Actual,15,0,0,85860.0,1299468.1,240401.6
2024-04-01,CC-501,Marketing,Actual,15,0,0,91011.6,1361032.38,251790.99
2024-05-01,CC-501,Marketing,Actual,15,0,0,91011.6,1357693.02,251173.21
2024-06-01,CC-501,Marketing,Actual,15,0,0,91011.6,1368961.85,253257.94
2024-07-01,CC-501,Marketing,Actual,15,0,0,91011.6,1376352.81,254625.27
2024-08-01,CC-501,Marketing,Actual,16,1,0,91011.6,1465940.22,271198.94
2024-09-01,CC-501,Marketing,Actual,17,1,0,91011.6,1562334.12,289031.81
2024-10-01,CC-501,Marketing,Actual,17,0,0,91011.6,1521984.57,281567.15
2024-11-01,CC-501,Marketing,Actual,17,0,0,91011.6,1524798.02,282087.63
2024-12-01,CC-501,Marketing,Actual,17,0,0,91011.6,1539194.87,284751.05
2025-01-01,CC-501,Marketing,Actual,17,0,0,91011.6,1538583.4,284637.93
2025-02-01,CC-501,Marketing,Actual,17,0,0,91011.6,1528389.91,282752.13
2025-03-01,CC-501,Marketing,Actual,17,0,0,91011.6,1525917.82,282294.8
2025-04-01,CC-501,Marketing,Actual,17,0,0,96472.3,1627892.83,301160.17
2025-05-01,CC-501,Marketing,Actual,17,0,0,96472.3,1645225.7,304366.76
2025-06-01,CC-501,Marketing,Actual,18,1,0,96472.3,1705424.47,315503.53
2025-07-01,CC-501,Marketing,Actual,18,0,0,96472.3,1781406.49,329560.2
2025-08-01,CC-501,Marketing,Actual,18,0,0,96472.3,1731014.32,320237.65
2025-09-01,CC-501,Marketing,Actual,18,0,0,96472.3,1749612.32,323678.28
2025-10-01,CC-501,Marketing,Actual,18,1,1,96472.3,1734928.38,320961.75
2025-11-01,CC-501,Marketing,Actual,18,0,0,96472.3,1720046.95,318208.69
2025-12-01,CC-501,Marketing,Actual,18,0,0,96472.3,1731130.26,320259.1
2026-01-01,CC-501,Marketing,Actual,18,0,0,96472.3,1740762.52,322041.07
2026-02-01,CC-501,Marketing,Actual,18,0,0,96472.3,1733667.56,320728.5
2026-03-01,CC-501,Marketing,Actual,18,0,0,96472.3,1707661.04,315917.29
2026-04-01,CC-501,Marketing,Actual,18,0,0,102260.63,1831913.41,338903.98
2026-05-01,CC-501,Marketing,Actual,18,0,0,102260.63,1844315.55,341198.38
2026-06-01,CC-501,Marketing,Actual,18,0,0,102260.63,1824880.54,337602.9
2026-01-01,CC-501,Marketing,Budget,18,0,0,111907.87,2014341.62,372653.2
2026-02-01,CC-501,Marketing,Budget,19,1,0,111907.87,2126249.49,393356.16
2026-03-01,CC-501,Marketing,Budget,19,0,0,111907.87,2126249.49,393356.16
2026-04-01,CC-501,Marketing,Budget,19,0,0,111907.87,2126249.49,393356.16
2026-05-01,CC-501,Marketing,Budget,19,0,0,111907.87,2126249.49,393356.16
2026-06-01,CC-501,Marketing,Budget,19,0,0,111907.87,2126249.49,393356.16
2026-07-01,CC-501,Marketing,Budget,19,0,0,111907.87,2126249.49,393356.16
2026-08-01,CC-501,Marketing,Budget,19,0,0,111907.87,2126249.49,393356.16
2026-09-01,CC-501,Marketing,Budget,19,0,0,111907.87,2126249.49,393356.16
2026-10-01,CC-501,Marketing,Budget,19,0,0,111907.87,2126249.49,393356.16
2026-11-01,CC-501,Marketing,Budget,19,0,0,111907.87,2126249.49,393356.16
2026-12-01,CC-501,Marketing,Budget,19,0,0,111907.87,2126249.49,393356.16
2026-01-01,CC-501,Marketing,Forecast,18,0,0,96472.3,1740762.52,322041.07
2026-02-01,CC-501,Marketing,Forecast,18,0,0,96472.3,1733667.56,320728.5
2026-03-01,CC-501,Marketing,Forecast,18,0,0,96472.3,1707661.04,315917.29
2026-04-01,CC-501,Marketing,Forecast,18,0,0,102260.63,1831913.41,338903.98
2026-05-01,CC-501,Marketing,Forecast,18,0,0,102260.63,1844315.55,341198.38
2026-06-01,CC-501,Marketing,Forecast,18,0,0,102260.63,1824880.54,337602.9
2026-07-01,CC-501,Marketing,Forecast,18,0,0,102260.63,1840691.34,340527.9
2026-08-01,CC-501,Marketing,Forecast,18,0,0,102260.63,1840691.34,340527.9
2026-09-01,CC-501,Marketing,Forecast,18,0,0,102260.63,1840691.34,340527.9
2026-10-01,CC-501,Marketing,Forecast,17,0,1,102260.63,1738430.71,321609.68
2026-11-01,CC-501,Marketing,Forecast,17,0,0,102260.63,1738430.71,321609.68
2026-12-01,CC-501,Marketing,Forecast,17,0,0,102260.63,1738430.71,321609.68
2027-01-01,CC-501,Marketing,Forecast,17,0,0,102260.63,1738430.71,321609.68
2027-02-01,CC-501,Marketing,Forecast,17,0,0,102260.63,1738430.71,321609.68
2027-03-01,CC-501,Marketing,Forecast,17,0,0,102260.63,1738430.71,321609.68
2027-04-01,CC-501,Marketing,Forecast,17,0,0,117599.72,1999195.32,369851.13
2027-05-01,CC-501,Marketing,Forecast,17,0,0,117599.72,1999195.32,369851.13
2027-06-01,CC-501,Marketing,Forecast,17,0,0,117599.72,1999195.32,369851.13
2023-01-01,CC-601,Operations,Actual,26,0,0,69000.0,1795456.16,332159.39
2023-02-01,CC-601,Operations,Actual,26,0,0,69000.0,1794304.03,331946.25
2023-03-01,CC-601,Operations,Actual,26,0,0,69000.0,1770371.41,327518.71
2023-04-01,CC-601,Operations,Actual,26,0,0,73140.0,1905566.18,352529.74
2023-05-01,CC-601,Operations,Actual,26,0,0,73140.0,1911556.43,353637.94
2023-06-01,CC-601,Operations,Actual,26,0,0,73140.0,1893643.2,350323.99
2023-07-01,CC-601,Operations,Actual,27,1,0,73140.0,1979158.38,366144.3
