Month,ProjectID,CostCenterID,Department,Version,CapexSpendTRY,DepreciationTRY,RemainingNBVTRY
2026-01-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,7431250.0
2026-02-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,7175000.0
2026-03-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,6918750.0
2026-04-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,6662500.0
2026-05-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,6406250.0
2026-06-01,CPX-003,CC-701,Technology,Actual,0.0,256250.0,6150000.0
2023-01-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-02-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-03-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-04-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-05-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-06-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-07-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-08-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-09-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-10-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-11-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2023-12-01,CPX-003,CC-701,Technology,Budget,0.0,0.0,12800000.0
2024-01-01,CPX-003,CC-701,Technology,Budget,1828571.43,0.0,12800000.0
2024-02-01,CPX-003,CC-701,Technology,Budget,1828571.43,0.0,12800000.0
2024-03-01,CPX-003,CC-701,Technology,Budget,1828571.43,0.0,12800000.0
2024-04-01,CPX-003,CC-701,Technology,Budget,1828571.43,0.0,12800000.0
2024-05-01,CPX-003,CC-701,Technology,Budget,1828571.43,0.0,12800000.0
2024-06-01,CPX-003,CC-701,Technology,Budget,1828571.43,0.0,12800000.0
2024-07-01,CPX-003,CC-701,Technology,Budget,1828571.43,266666.67,12533333.33
2024-08-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,12266666.67
2024-09-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,12000000.0
2024-10-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,11733333.33
2024-11-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,11466666.67
2024-12-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,11200000.0
2025-01-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,10933333.33
2025-02-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,10666666.67
2025-03-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,10400000.0
2025-04-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,10133333.33
2025-05-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,9866666.67
2025-06-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,9600000.0
2025-07-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,9333333.33
2025-08-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,9066666.67
2025-09-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,8800000.0
2025-10-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,8533333.33
2025-11-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,8266666.67
2025-12-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,8000000.0
2026-01-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,7733333.33
2026-02-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,7466666.67
2026-03-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,7200000.0
2026-04-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,6933333.33
2026-05-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,6666666.67
2026-06-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,6400000.0
2026-07-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,6133333.33
2026-08-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,5866666.67
2026-09-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,5600000.0
2026-10-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,5333333.33
2026-11-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,5066666.67
2026-12-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,4800000.0
2027-01-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,4533333.33
2027-02-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,4266666.67
2027-03-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,4000000.0
2027-04-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,3733333.33
2027-05-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,3466666.67
2027-06-01,CPX-003,CC-701,Technology,Budget,0.0,266666.67,3200000.0
2023-01-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-02-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-03-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-04-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-05-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-06-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-07-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-08-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-09-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-10-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-11-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2023-12-01,CPX-003,CC-701,Technology,Forecast,0.0,0.0,12300000.0
2024-01-01,CPX-003,CC-701,Technology,Forecast,1757142.86,0.0,12300000.0
2024-02-01,CPX-003,CC-701,Technology,Forecast,1757142.86,0.0,12300000.0
2024-03-01,CPX-003,CC-701,Technology,Forecast,1757142.86,0.0,12300000.0
2024-04-01,CPX-003,CC-701,Technology,Forecast,1757142.86,0.0,12300000.0
2024-05-01,CPX-003,CC-701,Technology,Forecast,1757142.86,0.0,12300000.0
2024-06-01,CPX-003,CC-701,Technology,Forecast,1757142.86,0.0,12300000.0
2024-07-01,CPX-003,CC-701,Technology,Forecast,1757142.86,256250.0,12043750.0
2024-08-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,11787500.0
2024-09-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,11531250.0
2024-10-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,11275000.0
2024-11-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,11018750.0
2024-12-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,10762500.0
2025-01-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,10506250.0
2025-02-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,10250000.0
2025-03-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,9993750.0
2025-04-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,9737500.0
2025-05-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,9481250.0
2025-06-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,9225000.0
2025-07-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,8968750.0
2025-08-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,8712500.0
2025-09-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,8456250.0
2025-10-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,8200000.0
2025-11-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,7943750.0
2025-12-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,7687500.0
2026-01-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,7431250.0
2026-02-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,7175000.0
2026-03-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,6918750.0
2026-04-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,6662500.0
2026-05-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,6406250.0
2026-06-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,6150000.0
2026-07-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,5893750.0
2026-08-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,5637500.0
2026-09-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,5381250.0
2026-10-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,5125000.0
2026-11-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,4868750.0
2026-12-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,4612500.0
2027-01-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,4356250.0
2027-02-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,4100000.0
2027-03-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,3843750.0
2027-04-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,3587500.0
2027-05-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,3331250.0
2027-06-01,CPX-003,CC-701,Technology,Forecast,0.0,256250.0,3075000.0
2023-01-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-02-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-03-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-04-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-05-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-06-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-07-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-08-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-09-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-10-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-11-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2023-12-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2024-01-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2024-02-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2024-03-01,CPX-004,CC-601,Operations,Actual,0.0,0.0,15900000.0
2024-04-01,CPX-004,CC-601,Operations,Actual,1987500.0,0.0,15900000.0
2024-05-01,CPX-004,CC-601,Operations,Actual,1987500.0,0.0,15900000.0
2024-06-01,CPX-004,CC-601,Operations,Actual,1987500.0,0.0,15900000.0
2024-07-01,CPX-004,CC-601,Operations,Actual,1987500.0,0.0,15900000.0
2024-08-01,CPX-004,CC-601,Operations,Actual,1987500.0,0.0,15900000.0
2024-09-01,CPX-004,CC-601,Operations,Actual,1987500.0,0.0,15900000.0
2024-10-01,CPX-004,CC-601,Operations,Actual,1987500.0,0.0,15900000.0
2024-11-01,CPX-004,CC-601,Operations,Actual,1987500.0,220833.33,15679166.67
2024-12-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,15458333.33
2025-01-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,15237500.0
2025-02-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,15016666.67
2025-03-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,14795833.33
2025-04-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,14575000.0
2025-05-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,14354166.67
2025-06-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,14133333.33
2025-07-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,13912500.0
2025-08-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,13691666.67
2025-09-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,13470833.33
2025-10-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,13250000.0
2025-11-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,13029166.67
2025-12-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,12808333.33
2026-01-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,12587500.0
2026-02-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,12366666.67
2026-03-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,12145833.33
2026-04-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,11925000.0
2026-05-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,11704166.67
2026-06-01,CPX-004,CC-601,Operations,Actual,0.0,220833.33,11483333.33
2023-01-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-02-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-03-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-04-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-05-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-06-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-07-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-08-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-09-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-10-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-11-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2023-12-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2024-01-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2024-02-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2024-03-01,CPX-004,CC-601,Operations,Budget,0.0,0.0,15500000.0
2024-04-01,CPX-004,CC-601,Operations,Budget,1937500.0,0.0,15500000.0
2024-05-01,CPX-004,CC-601,Operations,Budget,1937500.0,0.0,15500000.0
2024-06-01,CPX-004,CC-601,Operations,Budget,1937500.0,0.0,15500000.0
2024-07-01,CPX-004,CC-601,Operations,Budget,1937500.0,0.0,15500000.0
2024-08-01,CPX-004,CC-601,Operations,Budget,1937500.0,0.0,15500000.0
2024-09-01,CPX-004,CC-601,Operations,Budget,1937500.0,0.0,15500000.0
2024-10-01,CPX-004,CC-601,Operations,Budget,1937500.0,0.0,15500000.0
2024-11-01,CPX-004,CC-601,Operations,Budget,1937500.0,215277.78,15284722.22
2024-12-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,15069444.44
2025-01-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,14854166.67
2025-02-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,14638888.89
2025-03-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,14423611.11
2025-04-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,14208333.33
2025-05-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,13993055.56
2025-06-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,13777777.78
2025-07-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,13562500.0
2025-08-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,13347222.22
2025-09-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,13131944.44
2025-10-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,12916666.67
2025-11-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,12701388.89
2025-12-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,12486111.11
2026-01-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,12270833.33
2026-02-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,12055555.56
2026-03-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,11840277.78
2026-04-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,11625000.0
2026-05-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,11409722.22
2026-06-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,11194444.44
2026-07-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,10979166.67
2026-08-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,10763888.89
2026-09-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,10548611.11
2026-10-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,10333333.33
2026-11-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,10118055.56
2026-12-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,9902777.78
2027-01-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,9687500.0
2027-02-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,9472222.22
2027-03-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,9256944.44
2027-04-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,9041666.67
2027-05-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,8826388.89
2027-06-01,CPX-004,CC-601,Operations,Budget,0.0,215277.78,8611111.11
2023-01-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-02-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-03-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-04-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-05-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-06-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-07-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-08-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-09-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-10-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-11-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2023-12-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2024-01-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2024-02-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2024-03-01,CPX-004,CC-601,Operations,Forecast,0.0,0.0,15900000.0
2024-04-01,CPX-004,CC-601,Operations,Forecast,1987500.0,0.0,15900000.0
2024-05-01,CPX-004,CC-601,Operations,Forecast,1987500.0,0.0,15900000.0
2024-06-01,CPX-004,CC-601,Operations,Forecast,1987500.0,0.0,15900000.0
2024-07-01,CPX-004,CC-601,Operations,Forecast,1987500.0,0.0,15900000.0
2024-08-01,CPX-004,CC-601,Operations,Forecast,1987500.0,0.0,15900000.0
2024-09-01,CPX-004,CC-601,Operations,Forecast,1987500.0,0.0,15900000.0
2024-10-01,CPX-004,CC-601,Operations,Forecast,1987500.0,0.0,15900000.0
2024-11-01,CPX-004,CC-601,Operations,Forecast,1987500.0,220833.33,15679166.67
2024-12-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,15458333.33
2025-01-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,15237500.0
2025-02-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,15016666.67
2025-03-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,14795833.33
2025-04-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,14575000.0
2025-05-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,14354166.67
2025-06-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,14133333.33
2025-07-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,13912500.0
2025-08-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,13691666.67
2025-09-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,13470833.33
2025-10-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,13250000.0
2025-11-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,13029166.67
2025-12-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,12808333.33
2026-01-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,12587500.0
2026-02-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,12366666.67
2026-03-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,12145833.33
2026-04-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,11925000.0
2026-05-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,11704166.67
2026-06-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,11483333.33
2026-07-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,11262500.0
2026-08-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,11041666.67
2026-09-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,10820833.33
2026-10-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,10600000.0
2026-11-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,10379166.67
2026-12-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,10158333.33
2027-01-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,9937500.0
2027-02-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,9716666.67
2027-03-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,9495833.33
2027-04-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,9275000.0
2027-05-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,9054166.67
2027-06-01,CPX-004,CC-601,Operations,Forecast,0.0,220833.33,8833333.33
2023-01-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-02-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-03-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-04-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-05-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-06-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-07-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-08-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-09-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-10-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-11-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2023-12-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-01-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-02-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-03-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-04-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-05-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-06-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-07-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-08-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-09-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-10-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-11-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2024-12-01,CPX-005,CC-401,Customer Success,Actual,0.0,0.0,9350000.0
2025-01-01,CPX-005,CC-401,Customer Success,Actual,1558333.33,0.0,9350000.0
2025-02-01,CPX-005,CC-401,Customer Success,Actual,1558333.33,0.0,9350000.0
2025-03-01,CPX-005,CC-401,Customer Success,Actual,1558333.33,0.0,9350000.0
2025-04-01,CPX-005,CC-401,Customer Success,Actual,1558333.33,0.0,9350000.0
2025-05-01,CPX-005,CC-401,Customer Success,Actual,1558333.33,0.0,9350000.0
2025-06-01,CPX-005,CC-401,Customer Success,Actual,1558333.33,194791.67,9155208.33
2025-07-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,8960416.67
2025-08-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,8765625.0
2025-09-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,8570833.33
2025-10-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,8376041.67
2025-11-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,8181250.0
2025-12-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,7986458.33
2026-01-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,7791666.67
2026-02-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,7596875.0
2026-03-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,7402083.33
2026-04-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,7207291.67
2026-05-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,7012500.0
2026-06-01,CPX-005,CC-401,Customer Success,Actual,0.0,194791.67,6817708.33
2023-01-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-02-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-03-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-04-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-05-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-06-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-07-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-08-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-09-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-10-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-11-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2023-12-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-01-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-02-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-03-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-04-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-05-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-06-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-07-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-08-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-09-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-10-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-11-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2024-12-01,CPX-005,CC-401,Customer Success,Budget,0.0,0.0,9600000.0
2025-01-01,CPX-005,CC-401,Customer Success,Budget,1600000.0,0.0,9600000.0
2025-02-01,CPX-005,CC-401,Customer Success,Budget,1600000.0,0.0,9600000.0
2025-03-01,CPX-005,CC-401,Customer Success,Budget,1600000.0,0.0,9600000.0
2025-04-01,CPX-005,CC-401,Customer Success,Budget,1600000.0,0.0,9600000.0
2025-05-01,CPX-005,CC-401,Customer Success,Budget,1600000.0,0.0,9600000.0
